;static__Diagnose_B;static__Diagnose_C;static__Diagnose_D;static__Diagnose_E;static__Diagnose_G;static__Diagnose_H;static__Diagnose_K;static__Diagnose_N;static__Diagnose_Q;static__Diagnose_R;static__Diagnose_S;static__Diagnose_other;static__DiagnosticArtAstrup_False;static__DiagnosticArtAstrup_True;static__DiagnosticArtAstrup_other;static__DiagnosticBlood_False;static__DiagnosticBlood_True;static__DiagnosticBlood_other;static__DiagnosticECG_False;static__DiagnosticECG_True;static__DiagnosticECG_other;static__DiagnosticIC_False;static__DiagnosticIC_True;static__DiagnosticIC_other;static__DiagnosticLacticAcid_False;static__DiagnosticLacticAcid_True;static__DiagnosticLacticAcid_other;static__DiagnosticLiquor_False;static__DiagnosticLiquor_other;static__DiagnosticOther_False;static__DiagnosticOther_other;static__DiagnosticSputum_False;static__DiagnosticSputum_True;static__DiagnosticSputum_other;static__DiagnosticUrinaryCulture_False;static__DiagnosticUrinaryCulture_True;static__DiagnosticUrinaryCulture_other;static__DiagnosticUrinarySediment_False;static__DiagnosticUrinarySediment_True;static__DiagnosticUrinarySediment_other;static__DiagnosticXthorax_False;static__DiagnosticXthorax_True;static__DiagnosticXthorax_other;static__DisfuncOrg_False;static__DisfuncOrg_True;static__DisfuncOrg_other;static__Hypotensie_False;static__Hypotensie_True;static__Hypotensie_other;static__Hypoxie_False;static__Hypoxie_True;static__Hypoxie_other;static__InfectionSuspected_False;static__InfectionSuspected_True;static__InfectionSuspected_other;static__Infusion_False;static__Infusion_True;static__Infusion_other;static__Oligurie_False;static__Oligurie_True;static__Oligurie_other;static__SIRSCritHeartRate_False;static__SIRSCritHeartRate_True;static__SIRSCritHeartRate_other;static__SIRSCritLeucos_False;static__SIRSCritLeucos_True;static__SIRSCritLeucos_other;static__SIRSCritTachypnea_False;static__SIRSCritTachypnea_True;static__SIRSCritTachypnea_other;static__SIRSCritTemperature_False;static__SIRSCritTemperature_True;static__SIRSCritTemperature_other;static__SIRSCriteria2OrMore_False;static__SIRSCriteria2OrMore_True;static__SIRSCriteria2OrMore_other;index__concept:name_0_CRP;index__concept:name_0_ER Registration;index__concept:name_0_ER Sepsis Triage;index__concept:name_0_ER Triage;index__concept:name_0_IV Liquid;index__concept:name_0_Leucocytes;index__concept:name_1_CRP;index__concept:name_1_ER Registration;index__concept:name_1_ER Sepsis Triage;index__concept:name_1_ER Triage;index__concept:name_1_IV Antibiotics;index__concept:name_1_IV Liquid;index__concept:name_1_LacticAcid;index__concept:name_1_Leucocytes;index__concept:name_2_CRP;index__concept:name_2_ER Registration;index__concept:name_2_ER Sepsis Triage;index__concept:name_2_ER Triage;index__concept:name_2_IV Antibiotics;index__concept:name_2_IV Liquid;index__concept:name_2_LacticAcid;index__concept:name_2_Leucocytes;index__concept:name_3_CRP;index__concept:name_3_ER Registration;index__concept:name_3_ER Sepsis Triage;index__concept:name_3_ER Triage;index__concept:name_3_IV Antibiotics;index__concept:name_3_IV Liquid;index__concept:name_3_LacticAcid;index__concept:name_3_Leucocytes;index__concept:name_4_Admission NC;index__concept:name_4_CRP;index__concept:name_4_ER Sepsis Triage;index__concept:name_4_ER Triage;index__concept:name_4_IV Antibiotics;index__concept:name_4_IV Liquid;index__concept:name_4_LacticAcid;index__concept:name_4_Leucocytes;index__concept:name_5_Admission NC;index__concept:name_5_CRP;index__concept:name_5_ER Sepsis Triage;index__concept:name_5_ER Triage;index__concept:name_5_IV Antibiotics;index__concept:name_5_IV Liquid;index__concept:name_5_LacticAcid;index__concept:name_5_Leucocytes;index__concept:name_5_Release A;index__org:group_0_A;index__org:group_0_B;index__org:group_0_C;index__org:group_0_L;index__org:group_1_A;index__org:group_1_B;index__org:group_1_C;index__org:group_1_L;index__org:group_2_A;index__org:group_2_B;index__org:group_2_C;index__org:group_2_L;index__org:group_3_A;index__org:group_3_B;index__org:group_3_C;index__org:group_3_L;index__org:group_4_A;index__org:group_4_B;index__org:group_4_C;index__org:group_4_F;index__org:group_4_H;index__org:group_4_L;index__org:group_4_S;index__org:group_4_T;index__org:group_4_V;index__org:group_5_A;index__org:group_5_B;index__org:group_5_C;index__org:group_5_D;index__org:group_5_E;index__org:group_5_F;index__org:group_5_G;index__org:group_5_H;index__org:group_5_J;index__org:group_5_K;index__org:group_5_L;index__org:group_5_M;index__org:group_5_O;index__org:group_5_Q;index__org:group_5_R;index__org:group_5_S;index__org:group_5_T;index__org:group_5_U;index__org:group_5_V;encoded_label
index__org:group_4_F;-0.017;-0.024;-0.009;-0.015;-0.012;-0.013;-0.009;-0.006;0.191;-0.008;0.2;-0.041;0.037;-0.032;-0.012;0.136;-0.109;-0.012;0.11;-0.092;-0.012;0.151;-0.118;-0.012;0.126;-0.103;-0.012;0.013;-0.013;0.013;-0.013;0.015;-0.009;-0.012;0.055;-0.049;-0.012;0.06;-0.054;-0.012;0.117;-0.097;-0.012;0.019;-0.013;-0.012;0.018;-0.013;-0.012;0.014;-0.007;-0.012;0.067;-0.048;-0.012;0.127;-0.104;-0.012;0.015;-0.008;-0.012;0.12;-0.099;-0.012;0.017;-0.011;-0.012;0.071;-0.063;-0.012;0.121;-0.1;-0.012;0.069;-0.049;-0.012;-0.008;0.012;-0.004;-0.004;-0.006;-0.004;-0.01;-0.009;-0.005;0.02;-0.002;-0.009;-0.002;-0.007;0.065;-0.007;-0.032;-0.013;-0.003;-0.005;-0.01;-0.004;-0.005;-0.003;-0.011;-0.009;-0.01;-0.025;-0.016;0.096;0.498;-0.022;-0.01;-0.01;-0.017;-0.007;-0.049;-0.023;0.092;-0.02;0.06;-0.002;-0.006;-0.009;-0.021;-0.05;-0.003;0.015;-0.009;-0.004;-0.011;-0.014;-0.013;0.02;-0.002;-0.031;0.051;-0.013;-0.01;-0.03;0.033;-0.009;-0.007;-0.021;-0.101;-0.01;1.0;-0.002;-0.005;-0.002;-0.002;-0.003;0.048;-0.092;-0.002;-0.003;-0.003;-0.006;-0.005;-0.003;-0.004;-0.002;-0.005;-0.003;-0.003;-0.003;0.286;-0.003;-0.003;-0.002;-0.003;-0.02
index__org:group_4_H;-0.012;-0.017;-0.006;-0.011;-0.008;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;0.045;0.026;-0.023;-0.009;0.096;-0.077;-0.009;0.077;-0.065;-0.009;0.107;-0.083;-0.009;0.089;-0.073;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;0.083;-0.069;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;0.107;-0.083;-0.009;0.09;-0.073;-0.009;0.011;-0.006;-0.009;0.085;-0.07;-0.009;0.012;-0.008;-0.009;0.05;-0.045;-0.009;0.085;-0.07;-0.009;0.109;-0.084;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;-0.007;-0.006;-0.003;0.014;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;0.02;-0.009;-0.002;-0.003;-0.007;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.018;-0.011;0.145;0.352;-0.015;-0.007;-0.007;-0.012;-0.005;-0.035;-0.016;-0.009;-0.014;-0.013;-0.001;-0.004;-0.006;-0.015;0.037;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;-0.009;0.014;-0.001;0.02;-0.015;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;-0.015;-0.072;-0.007;-0.002;1.0;-0.003;-0.001;-0.001;-0.002;-0.016;0.02;-0.001;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.014
index__org:group_4_L;0.013;-0.046;-0.016;-0.028;0.04;-0.025;0.236;-0.011;-0.013;-0.016;-0.012;-0.02;0.012;-0.031;0.036;-0.036;0.009;0.036;-0.009;-0.012;0.036;-0.032;0.004;0.036;-0.039;0.013;0.036;-0.032;0.032;-0.033;0.033;-0.021;-0.016;0.036;-0.034;0.017;0.036;-0.026;0.009;0.036;-0.005;-0.016;0.036;-0.007;-0.025;0.036;-0.052;0.034;0.036;-0.025;-0.013;0.036;-0.032;0.004;0.036;-0.039;0.013;0.036;-0.021;-0.016;0.036;0.035;-0.052;0.036;-0.013;-0.021;0.036;-0.04;0.021;0.036;-0.041;0.015;0.036;-0.032;0.003;0.036;0.076;-0.036;-0.008;-0.007;-0.012;-0.007;0.051;-0.017;-0.009;-0.044;-0.003;-0.016;-0.003;0.082;-0.033;0.082;-0.011;-0.024;-0.005;-0.009;-0.018;0.183;-0.106;-0.005;-0.021;0.152;-0.018;0.127;-0.03;-0.024;-0.01;-0.041;0.13;-0.019;0.199;-0.014;-0.092;-0.042;-0.025;0.169;-0.035;-0.003;0.104;0.062;-0.04;-0.094;-0.006;-0.329;0.066;-0.007;0.379;-0.026;0.09;-0.044;-0.003;-0.17;-0.001;-0.024;0.412;-0.056;-0.147;0.152;0.499;-0.039;-0.19;-0.019;-0.005;-0.003;1.0;-0.003;-0.003;-0.006;-0.042;-0.012;-0.003;-0.005;-0.006;-0.011;-0.01;-0.005;-0.007;-0.003;0.303;-0.006;-0.005;-0.006;-0.009;-0.005;-0.005;-0.003;-0.005;0.045
index__org:group_4_S;-0.012;-0.017;-0.006;-0.011;-0.008;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;0.045;0.026;-0.023;-0.009;0.096;-0.077;-0.009;0.077;-0.065;-0.009;0.107;-0.083;-0.009;0.089;-0.073;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;0.083;-0.069;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;0.107;-0.083;-0.009;0.09;-0.073;-0.009;0.011;-0.006;-0.009;0.085;-0.07;-0.009;0.012;-0.008;-0.009;0.05;-0.045;-0.009;0.085;-0.07;-0.009;0.109;-0.084;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;-0.007;-0.006;-0.003;0.014;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;0.02;-0.009;-0.002;-0.003;-0.007;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.018;-0.011;0.145;0.352;-0.015;-0.007;-0.007;-0.012;-0.005;-0.035;-0.016;-0.009;-0.014;-0.013;-0.001;-0.004;-0.006;-0.015;0.037;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;-0.009;0.014;-0.001;0.02;-0.015;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;-0.015;-0.072;-0.007;-0.002;-0.001;-0.003;1.0;-0.001;-0.002;-0.016;0.02;-0.001;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.014
index__org:group_4_T;-0.012;-0.017;-0.006;-0.011;-0.008;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;0.045;0.026;-0.023;-0.009;0.096;-0.077;-0.009;0.077;-0.065;-0.009;0.107;-0.083;-0.009;0.089;-0.073;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;0.083;-0.069;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;0.107;-0.083;-0.009;0.09;-0.073;-0.009;0.011;-0.006;-0.009;0.085;-0.07;-0.009;0.012;-0.008;-0.009;0.05;-0.045;-0.009;0.085;-0.07;-0.009;0.109;-0.084;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;-0.007;-0.006;-0.003;0.014;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;0.02;-0.009;-0.002;-0.003;-0.007;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.018;-0.011;0.145;0.352;-0.015;-0.007;-0.007;-0.012;-0.005;-0.035;-0.016;-0.009;-0.014;-0.013;-0.001;-0.004;-0.006;-0.015;0.037;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;-0.009;0.014;-0.001;0.02;-0.015;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;-0.015;-0.072;-0.007;-0.002;-0.001;-0.003;-0.001;1.0;-0.002;-0.016;0.02;-0.001;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.014
index__org:group_4_V;-0.021;-0.03;-0.011;-0.019;-0.014;-0.016;-0.01;-0.007;-0.008;-0.01;-0.008;0.078;0.045;-0.04;-0.015;0.167;-0.134;-0.015;0.134;-0.113;-0.015;0.185;-0.144;-0.015;0.155;-0.127;-0.015;0.016;-0.016;0.016;-0.016;0.019;-0.01;-0.015;0.068;-0.061;-0.015;0.074;-0.066;-0.015;0.143;-0.119;-0.015;0.023;-0.016;-0.015;0.023;-0.016;-0.015;0.018;-0.009;-0.015;0.185;-0.144;-0.015;0.156;-0.127;-0.015;0.019;-0.01;-0.015;0.147;-0.122;-0.015;0.021;-0.014;-0.015;0.088;-0.078;-0.015;0.148;-0.122;-0.015;0.189;-0.146;-0.015;-0.01;0.015;-0.005;-0.005;-0.008;-0.005;-0.013;-0.011;-0.006;0.024;-0.002;-0.01;-0.002;-0.009;-0.022;-0.009;0.035;-0.015;-0.003;-0.006;-0.012;-0.005;-0.069;-0.003;-0.013;-0.01;-0.012;-0.03;-0.02;0.251;0.61;-0.027;-0.012;-0.013;-0.021;-0.009;-0.06;-0.028;-0.016;-0.024;-0.023;-0.002;-0.008;-0.011;-0.026;-0.061;1.0;0.018;-0.011;-0.005;-0.013;-0.017;-0.016;0.024;-0.002;0.035;-0.026;-0.015;-0.012;-0.037;0.041;-0.01;-0.009;-0.026;-0.124;-0.013;-0.003;-0.002;-0.006;-0.002;-0.002;1.0;-0.027;-0.113;-0.002;-0.003;1.0;-0.007;-0.006;-0.003;-0.005;-0.002;-0.006;-0.004;-0.003;-0.004;-0.006;-0.003;-0.003;-0.002;-0.003;-0.024
index__org:group_5_A;0.019;-0.025;-0.011;0.028;-0.019;-0.026;-0.007;0.013;0.026;0.041;0.003;-0.004;-0.098;0.086;0.034;-0.033;0.009;0.034;-0.035;0.013;0.034;-0.065;0.033;0.034;0.009;-0.027;0.034;-0.035;0.035;-0.023;0.023;-0.049;0.036;0.034;0.013;-0.028;0.034;-0.002;-0.013;0.034;-0.044;0.021;0.034;-0.039;0.02;0.034;0.011;-0.048;0.034;-0.04;0.021;0.034;-0.042;0.013;0.034;-0.041;0.016;0.034;-0.026;-0.004;0.034;-0.047;0.023;0.034;-0.029;0.005;0.034;-0.062;0.045;0.034;0.064;-0.075;0.034;-0.061;0.029;0.034;0.097;-0.034;-0.035;0.018;-0.026;-0.031;0.354;-0.058;-0.042;-0.171;-0.016;-0.073;0.083;0.086;0.715;0.086;-0.654;-0.092;-0.022;-0.042;0.362;0.068;-0.374;0.048;-0.076;0.08;-0.081;-0.211;0.692;0.362;-0.01;-0.175;0.149;0.335;-0.143;-0.063;-0.404;0.609;-0.112;-0.166;0.805;-0.016;0.247;0.393;-0.181;-0.427;-0.027;0.02;0.075;0.018;-0.094;-0.103;0.35;-0.171;-0.016;-0.594;0.825;-0.092;-0.086;-0.237;0.214;0.08;-0.059;-0.057;-0.099;0.335;0.048;-0.016;-0.042;-0.016;-0.016;-0.027;1.0;-0.785;-0.016;-0.022;-0.027;-0.05;-0.045;-0.022;-0.031;-0.016;-0.039;-0.027;-0.022;-0.027;-0.039;-0.022;-0.022;-0.016;-0.022;0.003
index__org:group_5_B;0.013;0.091;0.021;0.006;0.044;0.056;-0.001;0.009;-0.047;-0.025;-0.153;-0.081;0.02;-0.001;-0.039;-0.296;0.277;-0.039;-0.216;0.216;-0.039;-0.298;0.273;-0.039;-0.324;0.306;-0.039;0.035;-0.035;0.025;-0.025;0.033;-0.001;-0.039;-0.148;0.166;-0.039;-0.158;0.174;-0.039;-0.244;0.24;-0.039;0.016;0.016;-0.039;-0.025;0.073;-0.039;0.031;0.006;-0.039;-0.329;0.298;-0.039;-0.301;0.286;-0.039;0.025;0.013;-0.039;-0.208;0.206;-0.039;0.015;0.021;-0.039;-0.078;0.094;-0.039;-0.339;0.322;-0.039;-0.321;0.29;-0.039;-0.138;0.039;0.045;-0.003;0.045;0.04;-0.349;0.082;0.053;0.16;0.02;0.093;-0.065;-0.135;-0.625;-0.135;0.581;0.123;0.028;0.053;-0.345;-0.088;0.279;-0.032;0.104;-0.133;0.104;0.269;-0.572;-0.412;-0.095;0.227;-0.245;-0.301;0.182;0.059;0.52;-0.789;-0.467;0.212;-0.667;-0.065;-0.218;-0.325;0.23;0.543;-0.113;0.079;-0.108;-0.003;-0.015;0.137;-0.372;0.16;0.02;0.534;-0.742;0.123;0.029;0.309;-0.268;-0.133;0.075;0.053;0.126;-0.301;-0.092;0.02;-0.012;0.02;0.02;-0.113;-0.785;1.0;-0.065;-0.092;-0.113;-0.208;-0.185;-0.092;-0.131;-0.065;-0.16;-0.113;-0.092;-0.113;-0.16;-0.092;-0.092;-0.065;-0.092;0.039
index__org:group_5_C;-0.012;-0.017;-0.006;0.122;-0.008;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;-0.029;-0.05;0.057;-0.009;-0.014;0.017;-0.009;-0.017;0.02;-0.009;-0.012;0.016;-0.009;-0.015;0.018;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;-0.016;0.019;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;-0.012;0.016;-0.009;-0.015;0.018;-0.009;0.011;-0.006;-0.009;-0.015;0.019;-0.009;0.012;-0.008;-0.009;-0.026;0.029;-0.009;-0.015;0.019;-0.009;-0.012;0.015;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;0.179;-0.006;-0.003;-0.093;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;-0.065;-0.009;-0.002;-0.003;0.189;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.018;-0.011;0.145;-0.004;-0.015;-0.007;-0.007;-0.012;0.248;-0.035;-0.016;-0.009;-0.014;-0.013;1.0;-0.004;-0.006;-0.015;-0.035;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;0.141;-0.093;-0.001;-0.064;0.087;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;0.088;-0.072;-0.007;-0.002;-0.001;-0.003;-0.001;-0.001;-0.002;-0.016;-0.065;1.0;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.014
index__org:group_5_D;-0.017;-0.024;-0.009;-0.015;-0.012;-0.013;-0.009;-0.006;0.389;-0.008;-0.006;-0.041;0.037;-0.032;-0.012;0.058;-0.043;-0.012;0.043;-0.032;-0.012;0.067;-0.048;-0.012;0.053;-0.039;-0.012;0.013;-0.013;0.013;-0.013;0.015;-0.009;-0.012;0.055;-0.049;-0.012;0.06;-0.054;-0.012;0.117;-0.097;-0.012;0.019;-0.013;-0.012;0.018;-0.013;-0.012;0.014;-0.007;-0.012;0.067;-0.048;-0.012;0.127;-0.104;-0.012;0.015;-0.008;-0.012;0.049;-0.036;-0.012;0.017;-0.011;-0.012;0.071;-0.063;-0.012;0.049;-0.037;-0.012;0.069;-0.049;-0.012;-0.008;0.012;-0.004;-0.004;-0.006;-0.004;-0.01;-0.009;-0.005;0.02;-0.002;-0.009;-0.002;-0.007;-0.018;-0.007;0.028;-0.013;-0.003;-0.005;-0.01;-0.004;0.046;-0.003;-0.011;-0.009;-0.01;-0.025;-0.016;-0.013;-0.005;-0.022;-0.01;-0.01;-0.017;-0.007;-0.049;0.116;0.198;-0.02;-0.019;-0.002;-0.006;-0.009;-0.021;-0.05;-0.003;0.015;-0.009;-0.004;-0.011;-0.014;-0.013;0.02;-0.002;0.029;-0.021;-0.013;-0.01;-0.03;0.033;-0.009;-0.007;-0.021;0.026;-0.01;-0.003;-0.002;-0.005;-0.002;-0.002;-0.003;-0.022;-0.092;-0.002;1.0;-0.003;-0.006;-0.005;-0.003;-0.004;-0.002;-0.005;-0.003;-0.003;-0.003;-0.005;-0.003;-0.003;-0.002;-0.003;-0.02
index__org:group_5_E;-0.021;-0.03;-0.011;-0.019;-0.014;-0.016;-0.01;-0.007;-0.008;-0.01;-0.008;0.078;0.045;-0.04;-0.015;0.167;-0.134;-0.015;0.134;-0.113;-0.015;0.185;-0.144;-0.015;0.155;-0.127;-0.015;0.016;-0.016;0.016;-0.016;0.019;-0.01;-0.015;0.068;-0.061;-0.015;0.074;-0.066;-0.015;0.143;-0.119;-0.015;0.023;-0.016;-0.015;0.023;-0.016;-0.015;0.018;-0.009;-0.015;0.185;-0.144;-0.015;0.156;-0.127;-0.015;0.019;-0.01;-0.015;0.147;-0.122;-0.015;0.021;-0.014;-0.015;0.088;-0.078;-0.015;0.148;-0.122;-0.015;0.189;-0.146;-0.015;-0.01;0.015;-0.005;-0.005;-0.008;-0.005;-0.013;-0.011;-0.006;0.024;-0.002;-0.01;-0.002;-0.009;-0.022;-0.009;0.035;-0.015;-0.003;-0.006;-0.012;-0.005;-0.069;-0.003;-0.013;-0.01;-0.012;-0.03;-0.02;0.251;0.61;-0.027;-0.012;-0.013;-0.021;-0.009;-0.06;-0.028;-0.016;-0.024;-0.023;-0.002;-0.008;-0.011;-0.026;-0.061;1.0;0.018;-0.011;-0.005;-0.013;-0.017;-0.016;0.024;-0.002;0.035;-0.026;-0.015;-0.012;-0.037;0.041;-0.01;-0.009;-0.026;-0.124;-0.013;-0.003;-0.002;-0.006;-0.002;-0.002;1.0;-0.027;-0.113;-0.002;-0.003;1.0;-0.007;-0.006;-0.003;-0.005;-0.002;-0.006;-0.004;-0.003;-0.004;-0.006;-0.003;-0.003;-0.002;-0.003;-0.024
index__org:group_5_F;-0.039;-0.025;-0.02;0.008;-0.027;0.017;-0.019;-0.013;-0.015;-0.019;-0.014;0.073;0.035;-0.022;-0.028;0.236;-0.186;-0.028;0.156;-0.126;-0.028;0.226;-0.17;-0.028;0.218;-0.174;-0.028;0.03;-0.03;0.029;-0.029;0.035;-0.019;-0.028;0.101;-0.088;-0.028;0.112;-0.097;-0.028;0.169;-0.135;-0.028;0.042;-0.03;-0.028;0.041;-0.029;-0.028;0.033;-0.016;-0.028;0.264;-0.201;-0.028;0.219;-0.175;-0.028;0.034;-0.019;-0.028;0.142;-0.11;-0.028;0.039;-0.025;-0.028;0.063;-0.048;-0.028;0.207;-0.167;-0.028;0.27;-0.205;-0.028;-0.018;0.028;-0.009;-0.008;-0.014;-0.008;-0.023;-0.021;-0.011;0.044;-0.004;-0.019;-0.004;-0.017;0.072;-0.017;-0.017;-0.028;-0.006;-0.011;-0.022;-0.008;0.034;-0.006;-0.025;-0.019;-0.022;-0.056;0.043;0.02;-0.012;-0.049;0.04;-0.023;-0.038;-0.017;-0.11;0.229;0.445;-0.044;-0.042;-0.004;-0.014;-0.021;-0.048;-0.113;-0.007;0.033;-0.02;-0.008;-0.025;-0.031;-0.029;0.044;-0.004;-0.015;0.05;-0.028;-0.023;-0.067;0.075;-0.019;-0.016;-0.015;0.029;-0.023;-0.006;-0.004;-0.011;-0.004;-0.004;-0.007;-0.05;-0.208;-0.004;-0.006;-0.007;1.0;-0.012;-0.006;-0.008;-0.004;-0.01;-0.007;-0.006;-0.007;-0.01;-0.006;-0.006;-0.004;-0.006;-0.044
index__org:group_5_G;0.008;-0.049;0.059;-0.03;-0.024;-0.027;-0.017;-0.012;-0.013;-0.017;0.09;0.05;0.047;-0.065;0.031;0.195;-0.186;0.031;0.153;-0.155;0.031;0.219;-0.201;0.031;0.217;-0.207;0.031;-0.026;0.026;-0.027;0.027;-0.015;-0.017;0.031;0.085;-0.099;0.031;0.094;-0.108;0.031;0.165;-0.164;0.031;-0.002;-0.026;0.031;-0.003;-0.026;0.031;-0.02;-0.014;0.031;0.219;-0.201;0.031;0.218;-0.208;0.031;-0.016;-0.017;0.031;0.134;-0.136;0.031;-0.007;-0.023;0.031;0.089;-0.101;0.031;0.171;-0.168;0.031;0.224;-0.204;0.031;0.069;-0.031;-0.008;-0.007;-0.013;-0.007;-0.021;-0.018;-0.01;0.002;-0.004;-0.017;-0.004;0.075;-0.035;0.075;0.027;-0.025;-0.005;-0.01;-0.02;-0.007;0.067;-0.005;-0.022;0.061;-0.019;-0.05;-0.032;-0.026;-0.011;-0.044;0.05;-0.021;-0.034;-0.015;-0.099;0.198;0.397;-0.039;-0.038;-0.004;-0.012;-0.018;-0.043;-0.101;-0.006;-0.018;0.059;-0.007;-0.022;-0.028;0.027;0.002;-0.004;0.058;-0.043;-0.025;-0.02;-0.06;0.039;0.061;-0.014;-0.006;0.02;-0.021;-0.005;-0.004;-0.01;-0.004;-0.004;-0.006;-0.045;-0.185;-0.004;-0.005;-0.006;-0.012;1.0;-0.005;-0.007;-0.004;-0.009;-0.006;-0.005;-0.006;-0.009;-0.005;-0.005;-0.004;-0.005;-0.001
index__org:group_5_H;-0.017;-0.024;-0.009;-0.015;-0.012;-0.013;-0.009;-0.006;-0.007;-0.008;-0.006;0.064;0.037;-0.032;-0.012;0.136;-0.109;-0.012;0.11;-0.092;-0.012;0.151;-0.118;-0.012;0.126;-0.103;-0.012;0.013;-0.013;0.013;-0.013;0.015;-0.009;-0.012;0.055;-0.049;-0.012;0.06;-0.054;-0.012;0.117;-0.097;-0.012;0.019;-0.013;-0.012;0.018;-0.013;-0.012;0.014;-0.007;-0.012;0.151;-0.118;-0.012;0.127;-0.104;-0.012;0.015;-0.008;-0.012;0.12;-0.099;-0.012;0.017;-0.011;-0.012;0.071;-0.063;-0.012;0.121;-0.1;-0.012;0.154;-0.119;-0.012;-0.008;0.012;-0.004;-0.004;-0.006;-0.004;-0.01;-0.009;-0.005;0.02;-0.002;-0.009;-0.002;-0.007;-0.018;-0.007;0.028;-0.013;-0.003;-0.005;-0.01;-0.004;0.046;-0.003;-0.011;-0.009;-0.01;-0.025;-0.016;-0.013;-0.005;-0.022;-0.01;-0.01;-0.017;-0.007;-0.049;0.116;0.198;-0.02;-0.019;-0.002;-0.006;-0.009;-0.021;-0.05;-0.003;0.015;-0.009;-0.004;-0.011;-0.014;-0.013;0.02;-0.002;0.029;-0.021;-0.013;-0.01;-0.03;0.033;-0.009;-0.007;-0.021;0.026;-0.01;-0.003;-0.002;-0.005;-0.002;-0.002;-0.003;-0.022;-0.092;-0.002;-0.003;-0.003;-0.006;-0.005;1.0;-0.004;-0.002;-0.005;-0.003;-0.003;-0.003;-0.005;-0.003;-0.003;-0.002;-0.003;-0.02
