;static__case:RequestedAmount;index__timesincemidnight_0;index__month_0;index__weekday_0;index__hour_0;index__open_cases_0;index__timesincelastevent_1;index__timesincecasestart_1;index__timesincemidnight_1;index__month_1;index__weekday_1;index__hour_1;index__open_cases_1;index__timesincelastevent_2;index__timesincecasestart_2;index__timesincemidnight_2;index__month_2;index__weekday_2;index__hour_2;index__open_cases_2;index__timesincelastevent_3;index__timesincecasestart_3;index__timesincemidnight_3;index__month_3;index__weekday_3;index__hour_3;index__open_cases_3;index__timesincelastevent_4;index__timesincecasestart_4;index__timesincemidnight_4;index__month_4;index__weekday_4;index__hour_4;index__open_cases_4;index__FirstWithdrawalAmount_5;index__MonthlyCost_5;index__NumberOfTerms_5;index__OfferedAmount_5;index__timesincelastevent_5;index__timesincecasestart_5;index__timesincemidnight_5;index__month_5;index__weekday_5;index__hour_5;index__open_cases_5;index__FirstWithdrawalAmount_6;index__MonthlyCost_6;index__NumberOfTerms_6;index__OfferedAmount_6;index__timesincelastevent_6;index__timesincecasestart_6;index__timesincemidnight_6;index__month_6;index__weekday_6;index__hour_6;index__open_cases_6;index__FirstWithdrawalAmount_7;index__MonthlyCost_7;index__NumberOfTerms_7;index__OfferedAmount_7;index__timesincelastevent_7;index__timesincecasestart_7;index__timesincemidnight_7;index__month_7;index__weekday_7;index__hour_7;index__open_cases_7;index__FirstWithdrawalAmount_8;index__MonthlyCost_8;index__NumberOfTerms_8;index__OfferedAmount_8;index__timesincelastevent_8;index__timesincecasestart_8;index__timesincemidnight_8;index__month_8;index__weekday_8;index__hour_8;index__open_cases_8;index__FirstWithdrawalAmount_9;index__MonthlyCost_9;index__NumberOfTerms_9;index__OfferedAmount_9;index__timesincelastevent_9;index__timesincecasestart_9;index__timesincemidnight_9;index__month_9;index__weekday_9;index__hour_9;index__open_cases_9;index__FirstWithdrawalAmount_10;index__MonthlyCost_10;index__NumberOfTerms_10;index__OfferedAmount_10;index__timesincelastevent_10;index__timesincecasestart_10;index__timesincemidnight_10;index__month_10;index__weekday_10;index__hour_10;index__open_cases_10;index__FirstWithdrawalAmount_11;index__MonthlyCost_11;index__NumberOfTerms_11;index__OfferedAmount_11;index__timesincelastevent_11;index__timesincecasestart_11;index__timesincemidnight_11;index__month_11;index__weekday_11;index__hour_11;index__open_cases_11;index__FirstWithdrawalAmount_12;index__MonthlyCost_12;index__NumberOfTerms_12;index__OfferedAmount_12;index__timesincelastevent_12;index__timesincecasestart_12;index__timesincemidnight_12;index__month_12;index__weekday_12;index__hour_12;index__open_cases_12;index__FirstWithdrawalAmount_13;index__MonthlyCost_13;index__NumberOfTerms_13;index__OfferedAmount_13;index__timesincelastevent_13;index__timesincecasestart_13;index__timesincemidnight_13;index__month_13;index__weekday_13;index__hour_13;index__open_cases_13;index__FirstWithdrawalAmount_14;index__MonthlyCost_14;index__NumberOfTerms_14;index__OfferedAmount_14;index__timesincelastevent_14;index__timesincecasestart_14;index__timesincemidnight_14;index__month_14;index__weekday_14;index__hour_14;index__open_cases_14;index__FirstWithdrawalAmount_15;index__MonthlyCost_15;index__NumberOfTerms_15;index__OfferedAmount_15;index__timesincelastevent_15;index__timesincecasestart_15;index__timesincemidnight_15;index__month_15;index__weekday_15;index__hour_15;index__open_cases_15;encoded_label
index__MonthlyCost_12;0.438;-0.038;0.077;-0.016;-0.038;0.063;-0.03;-0.03;-0.038;0.077;-0.016;-0.038;0.063;-0.054;-0.051;-0.038;0.077;-0.016;-0.038;0.063;-0.106;-0.106;-0.006;0.077;0.005;-0.005;0.064;0.01;-0.106;-0.005;0.077;0.005;-0.005;0.064;0.213;0.408;0.09;0.334;0.018;-0.02;-0.004;0.077;0.008;-0.004;0.064;0.223;0.432;0.095;0.352;0.005;-0.004;0.007;0.076;0.008;0.007;0.064;0.262;0.505;0.105;0.409;0.003;-0.003;0.006;0.076;0.007;0.006;0.064;0.326;0.652;0.116;0.517;-0.032;-0.021;0.01;0.076;0.004;0.009;0.064;0.372;0.765;0.129;0.603;-0.087;-0.052;-0.003;0.075;-0.005;-0.003;0.064;0.4;0.84;0.143;0.666;-0.068;-0.075;-0.006;0.075;-0.003;-0.006;0.063;0.418;0.92;0.151;0.722;-0.098;-0.1;-0.004;0.074;-0.003;-0.005;0.063;0.434;1.0;0.163;0.767;-0.108;-0.123;-0.01;0.075;0.001;-0.01;0.062;0.398;0.945;0.089;0.718;0.074;-0.052;-0.045;0.074;0.009;-0.046;0.063;0.371;0.911;0.028;0.682;-0.02;-0.056;-0.051;0.074;0.01;-0.051;0.063;0.351;0.886;-0.013;0.658;0.079;0.041;-0.057;0.072;0.013;-0.056;0.059;-0.044
index__NumberOfTerms_12;0.205;-0.061;0.046;-0.045;-0.06;0.04;-0.087;-0.087;-0.061;0.046;-0.045;-0.06;0.04;-0.11;-0.119;-0.061;0.046;-0.045;-0.06;0.04;-0.146;-0.146;-0.014;0.046;-0.018;-0.014;0.041;0.018;-0.145;-0.014;0.046;-0.018;-0.014;0.041;0.134;0.124;0.376;0.268;0.063;0.008;-0.007;0.046;-0.011;-0.007;0.042;0.14;0.137;0.405;0.289;-0.028;-0.024;0.02;0.047;0.007;0.02;0.043;0.151;0.145;0.467;0.327;0.025;-0.015;0.021;0.047;0.005;0.021;0.043;0.168;0.14;0.585;0.389;-0.029;-0.028;0.023;0.047;0.003;0.023;0.043;0.188;0.147;0.707;0.449;-0.098;-0.063;0.001;0.047;-0.012;0.001;0.042;0.201;0.154;0.805;0.49;-0.085;-0.092;0.002;0.046;-0.009;0.001;0.041;0.207;0.157;0.909;0.529;-0.138;-0.127;0.006;0.046;-0.013;0.005;0.04;0.214;0.163;1.0;0.56;-0.142;-0.158;-0.001;0.046;-0.008;-0.001;0.04;0.171;0.086;0.926;0.492;0.137;-0.035;-0.06;0.046;-0.002;-0.06;0.042;0.137;0.027;0.872;0.441;-0.003;-0.034;-0.071;0.046;-0.001;-0.071;0.042;0.112;-0.012;0.836;0.407;0.108;0.075;-0.086;0.047;-0.003;-0.085;0.041;-0.049
index__OfferedAmount_12;0.609;-0.063;0.09;-0.03;-0.063;0.069;-0.057;-0.057;-0.063;0.09;-0.03;-0.063;0.069;-0.08;-0.083;-0.063;0.09;-0.03;-0.063;0.069;-0.106;-0.106;-0.03;0.09;-0.009;-0.03;0.069;0.028;-0.105;-0.029;0.09;-0.009;-0.029;0.069;0.262;0.374;0.253;0.467;0.053;0.013;-0.025;0.09;-0.003;-0.024;0.07;0.272;0.398;0.272;0.495;-0.029;-0.023;0.008;0.09;0.009;0.008;0.071;0.305;0.45;0.306;0.564;0.018;-0.016;0.007;0.09;0.007;0.007;0.071;0.357;0.53;0.355;0.686;-0.03;-0.03;0.008;0.09;0.004;0.007;0.071;0.401;0.606;0.415;0.792;-0.077;-0.056;-0.006;0.089;-0.006;-0.006;0.071;0.433;0.66;0.466;0.873;-0.064;-0.076;-0.009;0.089;-0.003;-0.009;0.07;0.447;0.712;0.513;0.942;-0.094;-0.1;-0.007;0.089;-0.004;-0.008;0.07;0.462;0.767;0.56;1.0;-0.099;-0.121;-0.012;0.089;-0.0;-0.013;0.069;0.43;0.724;0.506;0.956;0.112;-0.021;-0.056;0.088;0.006;-0.056;0.071;0.403;0.691;0.464;0.925;0.001;-0.019;-0.064;0.088;0.006;-0.064;0.071;0.385;0.67;0.437;0.903;0.095;0.071;-0.069;0.086;0.006;-0.068;0.067;-0.048
index__timesincelastevent_12;-0.004;0.002;-0.015;0.002;0.003;-0.021;0.01;0.01;0.002;-0.015;0.002;0.003;-0.021;0.023;0.02;0.002;-0.015;0.002;0.003;-0.021;-0.011;-0.011;0.007;-0.015;0.004;0.008;-0.021;-0.013;-0.011;0.007;-0.015;0.004;0.007;-0.021;-0.026;-0.039;-0.043;-0.038;-0.011;-0.015;0.006;-0.015;0.004;0.007;-0.021;-0.027;-0.041;-0.046;-0.04;0.038;0.031;0.007;-0.015;0.013;0.008;-0.02;-0.033;-0.049;-0.057;-0.049;-0.003;0.028;0.007;-0.015;0.014;0.007;-0.02;-0.046;-0.068;-0.081;-0.067;0.097;0.077;0.003;-0.015;0.021;0.004;-0.02;-0.054;-0.083;-0.102;-0.08;-0.006;0.072;0.001;-0.015;0.019;0.002;-0.02;-0.059;-0.093;-0.118;-0.089;0.26;0.185;-0.003;-0.012;0.023;-0.003;-0.017;-0.064;-0.103;-0.136;-0.098;-0.007;0.173;-0.001;-0.012;0.023;-0.001;-0.017;-0.064;-0.108;-0.142;-0.099;1.0;0.466;-0.022;-0.015;-0.006;-0.02;-0.018;-0.029;-0.052;-0.069;-0.051;-0.042;0.374;-0.008;-0.016;-0.007;-0.007;-0.019;-0.025;-0.042;-0.056;-0.041;0.127;0.397;0.008;-0.015;-0.009;0.009;-0.019;-0.01;-0.02;-0.029;-0.024;-0.031;0.146;0.01;-0.015;-0.011;0.011;-0.019;0.016
index__timesincecasestart_12;0.029;0.075;-0.006;0.107;0.074;0.038;0.048;0.048;0.075;-0.006;0.107;0.074;0.038;0.11;0.096;0.075;-0.006;0.107;0.074;0.038;0.065;0.065;0.057;-0.006;0.095;0.057;0.038;-0.07;0.062;0.055;-0.006;0.095;0.055;0.038;-0.179;-0.275;-0.315;-0.271;0.137;0.151;0.047;-0.006;0.094;0.047;0.039;-0.182;-0.279;-0.319;-0.275;0.466;0.519;-0.062;-0.005;0.016;-0.062;0.045;-0.175;-0.274;-0.321;-0.273;0.167;0.54;-0.063;-0.005;0.014;-0.062;0.046;-0.154;-0.26;-0.315;-0.259;0.554;0.722;-0.081;-0.002;-0.019;-0.08;0.052;-0.111;-0.216;-0.274;-0.217;0.247;0.777;-0.083;-0.001;-0.025;-0.081;0.054;-0.1;-0.195;-0.255;-0.195;0.609;0.916;-0.085;0.004;-0.04;-0.085;0.061;-0.065;-0.148;-0.194;-0.149;0.276;0.952;-0.086;0.006;-0.053;-0.085;0.063;-0.049;-0.123;-0.158;-0.121;0.466;1.0;-0.08;0.006;-0.064;-0.078;0.063;-0.02;-0.075;-0.093;-0.077;-0.243;0.687;0.009;0.005;-0.071;0.011;0.059;-0.011;-0.057;-0.068;-0.059;0.034;0.661;0.023;0.006;-0.07;0.024;0.059;0.002;-0.042;-0.047;-0.046;-0.184;0.134;0.054;0.006;-0.074;0.053;0.062;0.021
index__timesincemidnight_12;0.007;0.246;-0.031;-0.042;0.245;-0.076;0.033;0.033;0.246;-0.031;-0.042;0.245;-0.076;-0.007;0.015;0.246;-0.031;-0.042;0.245;-0.076;-0.02;-0.02;0.256;-0.031;-0.038;0.255;-0.076;0.004;-0.02;0.256;-0.031;-0.038;0.255;-0.076;-0.015;-0.025;-0.02;-0.025;-0.028;-0.033;0.285;-0.031;-0.04;0.284;-0.076;-0.015;-0.026;-0.02;-0.025;-0.054;-0.067;0.568;-0.031;-0.046;0.567;-0.077;-0.025;-0.037;-0.031;-0.035;-0.016;-0.068;0.586;-0.032;-0.045;0.585;-0.077;-0.031;-0.041;-0.042;-0.041;-0.037;-0.072;0.745;-0.032;-0.043;0.743;-0.076;-0.017;-0.026;-0.03;-0.029;-0.027;-0.078;0.827;-0.032;-0.044;0.825;-0.077;-0.009;-0.018;-0.017;-0.022;-0.025;-0.074;0.893;-0.033;-0.043;0.891;-0.076;-0.006;-0.016;-0.01;-0.018;-0.038;-0.082;0.957;-0.033;-0.042;0.954;-0.076;0.0;-0.01;-0.001;-0.012;-0.022;-0.08;1.0;-0.034;-0.04;0.996;-0.076;0.004;-0.005;0.003;-0.01;-0.02;-0.085;0.774;-0.035;-0.025;0.771;-0.077;0.004;-0.005;0.003;-0.011;-0.002;-0.081;0.736;-0.035;-0.024;0.733;-0.076;0.001;-0.01;-0.002;-0.015;0.001;-0.034;0.639;-0.038;-0.03;0.641;-0.079;0.008
index__month_12;0.079;-0.024;0.987;-0.008;-0.024;0.624;0.446;0.446;-0.024;0.987;-0.008;-0.024;0.624;-0.085;0.214;-0.024;0.987;-0.008;-0.024;0.624;-0.009;-0.009;-0.02;0.987;-0.007;-0.021;0.624;-0.015;-0.009;-0.02;0.987;-0.007;-0.021;0.624;0.049;0.028;0.014;0.038;-0.003;-0.006;-0.025;0.988;-0.005;-0.025;0.624;0.05;0.029;0.014;0.038;0.008;0.006;-0.011;0.994;0.013;-0.011;0.619;0.067;0.042;0.025;0.049;-0.002;0.005;-0.012;0.995;0.011;-0.012;0.619;0.09;0.059;0.034;0.067;0.02;0.015;-0.017;0.997;0.014;-0.017;0.618;0.103;0.068;0.041;0.078;0.002;0.015;-0.021;0.997;0.012;-0.021;0.617;0.107;0.072;0.044;0.085;-0.003;0.011;-0.028;0.998;0.016;-0.028;0.616;0.11;0.073;0.044;0.086;0.005;0.012;-0.03;0.999;0.014;-0.03;0.616;0.109;0.075;0.046;0.089;-0.015;0.006;-0.034;1.0;0.013;-0.034;0.616;0.108;0.072;0.042;0.086;-0.003;0.003;-0.038;0.988;0.028;-0.039;0.609;0.107;0.07;0.038;0.086;-0.006;0.001;-0.038;0.987;0.028;-0.038;0.607;0.107;0.071;0.039;0.087;-0.001;-0.0;-0.011;0.961;0.009;-0.01;0.567;0.016
index__weekday_12;0.015;0.016;0.009;0.198;0.016;0.01;0.007;0.007;0.016;0.009;0.198;0.016;0.01;-0.003;0.002;0.016;0.009;0.198;0.016;0.01;-0.057;-0.057;0.028;0.009;0.242;0.028;0.011;0.001;-0.057;0.028;0.009;0.242;0.028;0.011;-0.01;-0.015;-0.016;-0.014;-0.006;-0.026;0.022;0.009;0.266;0.022;0.01;-0.009;-0.016;-0.016;-0.014;-0.081;-0.09;0.027;0.011;0.752;0.027;0.007;-0.0;-0.005;-0.006;-0.004;-0.009;-0.088;0.025;0.011;0.763;0.025;0.007;0.004;0.003;-0.001;0.003;-0.025;-0.079;-0.006;0.012;0.857;-0.007;0.004;-0.003;-0.0;-0.008;-0.001;-0.014;-0.081;-0.022;0.012;0.893;-0.023;0.003;0.001;0.003;-0.005;0.003;-0.015;-0.071;-0.03;0.012;0.938;-0.03;0.002;0.002;0.001;-0.007;-0.001;-0.004;-0.069;-0.038;0.012;0.976;-0.038;0.001;-0.001;0.001;-0.008;-0.0;-0.006;-0.064;-0.04;0.013;1.0;-0.04;0.001;-0.002;-0.002;-0.01;-0.002;-0.011;-0.063;-0.042;0.008;0.647;-0.043;0.006;0.0;-0.001;-0.008;-0.0;0.005;-0.058;-0.043;0.008;0.603;-0.044;0.007;0.001;-0.001;-0.005;0.001;0.003;-0.022;-0.039;0.01;0.596;-0.041;0.004;0.013
index__hour_12;0.006;0.245;-0.031;-0.042;0.244;-0.076;0.032;0.032;0.245;-0.031;-0.042;0.244;-0.076;-0.008;0.014;0.245;-0.031;-0.042;0.244;-0.076;-0.02;-0.02;0.255;-0.031;-0.038;0.254;-0.076;0.004;-0.019;0.255;-0.031;-0.038;0.254;-0.076;-0.015;-0.024;-0.02;-0.025;-0.027;-0.032;0.284;-0.031;-0.041;0.284;-0.076;-0.015;-0.026;-0.019;-0.025;-0.054;-0.066;0.565;-0.031;-0.047;0.566;-0.077;-0.025;-0.036;-0.031;-0.035;-0.015;-0.067;0.583;-0.032;-0.046;0.585;-0.077;-0.031;-0.041;-0.042;-0.041;-0.036;-0.071;0.742;-0.032;-0.043;0.744;-0.076;-0.017;-0.027;-0.03;-0.03;-0.027;-0.077;0.823;-0.032;-0.045;0.826;-0.076;-0.01;-0.019;-0.017;-0.023;-0.023;-0.073;0.889;-0.033;-0.043;0.892;-0.076;-0.006;-0.016;-0.011;-0.018;-0.038;-0.08;0.953;-0.033;-0.043;0.956;-0.076;-0.0;-0.01;-0.001;-0.013;-0.02;-0.078;0.996;-0.034;-0.04;1.0;-0.076;0.003;-0.006;0.002;-0.011;-0.02;-0.083;0.772;-0.035;-0.025;0.774;-0.077;0.004;-0.006;0.002;-0.011;-0.003;-0.08;0.733;-0.035;-0.025;0.735;-0.076;0.001;-0.011;-0.002;-0.015;0.001;-0.034;0.637;-0.038;-0.031;0.642;-0.078;0.008
index__open_cases_12;0.042;-0.038;0.607;-0.01;-0.039;0.984;0.074;0.074;-0.038;0.607;-0.01;-0.039;0.984;-0.03;0.025;-0.038;0.607;-0.01;-0.039;0.984;-0.002;-0.002;-0.041;0.607;-0.01;-0.042;0.985;-0.017;-0.003;-0.042;0.607;-0.01;-0.043;0.985;0.036;0.012;0.005;0.021;0.017;0.015;-0.048;0.607;-0.008;-0.049;0.985;0.036;0.015;0.007;0.023;0.088;0.092;-0.06;0.612;0.011;-0.061;0.993;0.065;0.041;0.03;0.045;0.006;0.089;-0.061;0.612;0.009;-0.061;0.994;0.079;0.055;0.038;0.057;0.035;0.086;-0.062;0.613;0.003;-0.063;0.996;0.086;0.06;0.04;0.064;0.027;0.092;-0.066;0.614;0.003;-0.066;0.997;0.086;0.063;0.042;0.069;0.006;0.076;-0.071;0.614;0.005;-0.071;0.998;0.086;0.061;0.041;0.069;0.014;0.076;-0.073;0.615;0.001;-0.073;0.999;0.086;0.062;0.04;0.069;-0.018;0.063;-0.076;0.616;0.001;-0.076;1.0;0.084;0.058;0.033;0.065;0.01;0.062;-0.03;0.621;-0.004;-0.031;0.99;0.081;0.056;0.03;0.065;0.0;0.059;-0.028;0.621;-0.006;-0.028;0.989;0.079;0.054;0.028;0.064;-0.006;0.02;-0.034;0.627;-0.014;-0.034;0.957;0.007
index__FirstWithdrawalAmount_13;0.338;0.037;0.11;0.032;0.037;0.085;0.071;0.071;0.037;0.11;0.032;0.037;0.085;0.023;0.056;0.037;0.11;0.032;0.037;0.085;-0.062;-0.062;0.058;0.11;0.045;0.058;0.085;-0.027;-0.063;0.057;0.11;0.045;0.057;0.085;0.397;0.1;0.008;0.116;-0.1;-0.117;0.054;0.11;0.039;0.054;0.085;0.409;0.094;-0.006;0.107;0.111;0.059;0.001;0.11;0.004;0.001;0.085;0.511;0.132;0.012;0.145;-0.035;0.046;0.001;0.11;0.005;0.001;0.085;0.656;0.226;0.062;0.245;0.003;0.035;0.01;0.11;0.001;0.009;0.085;0.778;0.302;0.113;0.327;-0.054;0.013;0.004;0.109;-0.005;0.004;0.085;0.866;0.34;0.143;0.378;-0.011;0.005;0.004;0.109;-0.002;0.004;0.085;0.916;0.37;0.16;0.408;-0.058;-0.012;0.006;0.109;-0.003;0.005;0.084;0.963;0.398;0.171;0.43;-0.029;-0.02;0.004;0.108;-0.002;0.003;0.084;1.0;0.418;0.181;0.447;-0.031;-0.04;0.007;0.106;0.003;0.006;0.082;0.974;0.396;0.15;0.426;-0.05;-0.055;0.009;0.105;0.002;0.008;0.082;0.951;0.381;0.13;0.411;-0.006;-0.029;0.015;0.103;0.003;0.014;0.077;-0.015
index__MonthlyCost_13;0.467;-0.033;0.075;-0.012;-0.034;0.057;-0.019;-0.019;-0.033;0.075;-0.012;-0.034;0.057;-0.042;-0.037;-0.033;0.075;-0.012;-0.034;0.057;-0.084;-0.084;-0.008;0.075;0.003;-0.008;0.058;0.007;-0.084;-0.008;0.075;0.003;-0.008;0.058;0.2;0.375;0.066;0.316;0.014;-0.016;-0.006;0.074;0.006;-0.005;0.058;0.211;0.399;0.07;0.333;0.004;-0.003;0.006;0.074;0.005;0.006;0.059;0.247;0.472;0.075;0.387;0.002;-0.002;0.005;0.073;0.004;0.005;0.059;0.307;0.614;0.074;0.489;-0.021;-0.014;0.006;0.074;0.002;0.006;0.059;0.35;0.722;0.078;0.57;-0.067;-0.037;-0.002;0.073;-0.005;-0.003;0.059;0.377;0.794;0.083;0.63;-0.03;-0.044;-0.006;0.073;-0.002;-0.007;0.059;0.393;0.869;0.083;0.681;-0.079;-0.065;-0.005;0.073;-0.004;-0.006;0.059;0.407;0.945;0.086;0.724;-0.052;-0.075;-0.005;0.072;-0.002;-0.006;0.058;0.418;1.0;0.089;0.757;0.053;-0.025;-0.034;0.071;0.007;-0.036;0.058;0.389;0.963;0.024;0.72;-0.027;-0.033;-0.04;0.071;0.008;-0.041;0.059;0.369;0.937;-0.019;0.694;0.064;0.039;-0.043;0.069;0.012;-0.043;0.054;-0.041
index__NumberOfTerms_13;0.224;-0.056;0.041;-0.041;-0.056;0.032;-0.078;-0.078;-0.056;0.041;-0.041;-0.056;0.032;-0.099;-0.106;-0.056;0.041;-0.041;-0.056;0.032;-0.119;-0.119;-0.019;0.041;-0.021;-0.019;0.032;0.015;-0.118;-0.019;0.041;-0.021;-0.019;0.032;0.12;0.103;0.356;0.251;0.062;0.017;-0.011;0.042;-0.015;-0.011;0.033;0.125;0.114;0.383;0.27;-0.034;-0.026;0.018;0.042;0.007;0.018;0.034;0.133;0.116;0.441;0.304;0.027;-0.017;0.019;0.042;0.006;0.019;0.034;0.142;0.097;0.547;0.356;-0.011;-0.019;0.015;0.043;0.004;0.015;0.034;0.157;0.094;0.659;0.408;-0.072;-0.044;0.0;0.043;-0.007;0.0;0.034;0.167;0.094;0.748;0.445;-0.026;-0.048;-0.001;0.042;-0.005;-0.001;0.034;0.17;0.09;0.842;0.478;-0.116;-0.079;0.002;0.042;-0.011;0.002;0.033;0.176;0.089;0.926;0.506;-0.069;-0.093;0.003;0.042;-0.01;0.002;0.033;0.181;0.089;1.0;0.527;0.113;0.004;-0.05;0.042;-0.005;-0.051;0.035;0.145;0.024;0.941;0.471;-0.013;-0.001;-0.062;0.042;-0.004;-0.062;0.035;0.119;-0.018;0.902;0.434;0.089;0.074;-0.073;0.042;-0.006;-0.072;0.034;-0.042
index__OfferedAmount_13;0.641;-0.061;0.088;-0.026;-0.061;0.063;-0.048;-0.048;-0.061;0.088;-0.026;-0.061;0.063;-0.069;-0.071;-0.061;0.088;-0.026;-0.061;0.063;-0.086;-0.086;-0.034;0.088;-0.012;-0.034;0.064;0.026;-0.085;-0.033;0.088;-0.012;-0.033;0.064;0.25;0.357;0.233;0.451;0.05;0.018;-0.027;0.088;-0.006;-0.027;0.064;0.259;0.38;0.25;0.478;-0.031;-0.023;0.006;0.088;0.006;0.006;0.066;0.29;0.428;0.28;0.544;0.018;-0.016;0.005;0.087;0.005;0.005;0.066;0.337;0.501;0.319;0.659;-0.02;-0.023;0.003;0.087;0.003;0.002;0.066;0.378;0.57;0.369;0.76;-0.057;-0.043;-0.006;0.087;-0.004;-0.007;0.066;0.408;0.62;0.413;0.837;-0.027;-0.048;-0.01;0.087;-0.001;-0.01;0.066;0.419;0.667;0.452;0.901;-0.077;-0.068;-0.009;0.087;-0.004;-0.01;0.066;0.433;0.718;0.492;0.956;-0.051;-0.077;-0.01;0.086;-0.002;-0.011;0.065;0.447;0.757;0.527;1.0;0.095;0.004;-0.048;0.085;0.004;-0.049;0.066;0.42;0.723;0.483;0.967;-0.005;0.002;-0.056;0.085;0.004;-0.056;0.066;0.402;0.701;0.454;0.944;0.081;0.068;-0.058;0.083;0.003;-0.058;0.062;-0.045
index__timesincelastevent_13;-0.04;-0.1;0.0;-0.08;-0.099;0.014;-0.198;-0.198;-0.1;0.0;-0.08;-0.099;0.014;-0.213;-0.248;-0.1;0.0;-0.08;-0.099;0.014;-0.051;-0.051;-0.087;-0.0;-0.071;-0.086;0.014;0.139;-0.045;-0.082;-0.0;-0.071;-0.082;0.014;0.361;0.564;0.67;0.563;-0.072;-0.084;-0.082;-0.0;-0.075;-0.083;0.014;0.343;0.525;0.622;0.522;-0.306;-0.334;0.022;-0.001;-0.021;0.022;0.014;0.253;0.426;0.515;0.43;-0.039;-0.328;0.017;-0.001;-0.021;0.017;0.014;0.125;0.276;0.36;0.299;-0.109;-0.305;0.0;-0.002;-0.016;-0.001;0.012;0.057;0.19;0.268;0.22;-0.059;-0.312;-0.014;-0.002;-0.02;-0.015;0.012;0.023;0.139;0.215;0.173;-0.059;-0.276;-0.021;-0.002;-0.017;-0.022;0.011;-0.002;0.101;0.171;0.139;0.024;-0.256;-0.024;-0.003;-0.012;-0.024;0.01;-0.019;0.074;0.137;0.112;-0.042;-0.243;-0.02;-0.003;-0.011;-0.02;0.01;-0.031;0.053;0.113;0.095;1.0;0.538;-0.25;0.006;-0.032;-0.249;0.03;-0.036;0.047;0.109;0.09;-0.064;0.486;-0.242;0.005;-0.033;-0.241;0.03;-0.04;0.039;0.102;0.083;0.473;0.605;-0.272;0.006;0.028;-0.265;0.024;-0.018
index__timesincecasestart_13;-0.005;-0.01;-0.006;0.033;-0.01;0.044;-0.107;-0.107;-0.01;-0.006;0.033;-0.01;0.044;-0.064;-0.103;-0.01;-0.006;0.033;-0.01;0.044;0.019;0.019;-0.015;-0.006;0.03;-0.015;0.044;0.043;0.02;-0.014;-0.006;0.03;-0.014;0.044;0.115;0.184;0.229;0.187;0.065;0.068;-0.021;-0.005;0.026;-0.021;0.044;0.099;0.151;0.189;0.152;0.176;0.201;-0.037;-0.005;-0.001;-0.038;0.05;0.037;0.081;0.107;0.085;0.116;0.224;-0.042;-0.005;-0.003;-0.042;0.05;-0.04;-0.019;-0.004;-0.001;0.4;0.399;-0.071;-0.003;-0.029;-0.07;0.055;-0.054;-0.045;-0.037;-0.024;0.17;0.442;-0.082;-0.002;-0.036;-0.082;0.056;-0.07;-0.066;-0.06;-0.04;0.485;0.589;-0.09;0.002;-0.048;-0.09;0.061;-0.058;-0.053;-0.041;-0.025;0.258;0.636;-0.092;0.003;-0.055;-0.092;0.062;-0.057;-0.052;-0.035;-0.021;0.374;0.687;-0.085;0.003;-0.063;-0.083;0.062;-0.04;-0.025;0.004;0.004;0.538;1.0;-0.179;0.009;-0.086;-0.178;0.074;-0.036;-0.015;0.023;0.016;-0.019;0.938;-0.162;0.009;-0.086;-0.159;0.074;-0.028;-0.007;0.035;0.023;0.195;0.569;-0.157;0.01;-0.043;-0.152;0.072;0.005
index__timesincemidnight_13;0.009;0.147;-0.036;-0.023;0.147;-0.032;0.091;0.091;0.147;-0.036;-0.023;0.147;-0.032;0.059;0.09;0.147;-0.036;-0.023;0.147;-0.032;0.014;0.014;0.143;-0.037;-0.026;0.142;-0.032;-0.036;0.012;0.142;-0.037;-0.026;0.142;-0.032;-0.118;-0.192;-0.218;-0.189;-0.004;0.001;0.167;-0.036;-0.027;0.167;-0.032;-0.113;-0.181;-0.203;-0.177;0.031;0.03;0.374;-0.037;-0.048;0.373;-0.033;-0.098;-0.164;-0.185;-0.161;-0.003;0.028;0.392;-0.037;-0.047;0.391;-0.032;-0.069;-0.128;-0.155;-0.132;-0.005;0.017;0.549;-0.037;-0.046;0.548;-0.031;-0.037;-0.091;-0.119;-0.099;0.012;0.021;0.621;-0.037;-0.044;0.619;-0.031;-0.021;-0.07;-0.094;-0.081;-0.007;0.013;0.686;-0.038;-0.044;0.684;-0.031;-0.011;-0.057;-0.077;-0.067;0.002;0.013;0.733;-0.038;-0.044;0.731;-0.03;-0.0;-0.045;-0.06;-0.056;-0.008;0.009;0.774;-0.038;-0.042;0.772;-0.03;0.007;-0.034;-0.05;-0.048;-0.25;-0.179;1.0;-0.032;-0.06;0.997;-0.031;0.014;-0.024;-0.037;-0.039;0.017;-0.164;0.96;-0.032;-0.059;0.957;-0.031;0.013;-0.023;-0.037;-0.04;-0.171;-0.214;0.742;-0.015;-0.044;0.741;-0.013;0.013
