;static__Diagnose_B;static__Diagnose_C;static__Diagnose_D;static__Diagnose_E;static__Diagnose_G;static__Diagnose_H;static__Diagnose_K;static__Diagnose_N;static__Diagnose_Q;static__Diagnose_R;static__Diagnose_S;static__Diagnose_other;static__DiagnosticArtAstrup_False;static__DiagnosticArtAstrup_True;static__DiagnosticArtAstrup_other;static__DiagnosticBlood_False;static__DiagnosticBlood_True;static__DiagnosticBlood_other;static__DiagnosticECG_False;static__DiagnosticECG_True;static__DiagnosticECG_other;static__DiagnosticIC_False;static__DiagnosticIC_True;static__DiagnosticIC_other;static__DiagnosticLacticAcid_False;static__DiagnosticLacticAcid_True;static__DiagnosticLacticAcid_other;static__DiagnosticLiquor_False;static__DiagnosticLiquor_other;static__DiagnosticOther_False;static__DiagnosticOther_other;static__DiagnosticSputum_False;static__DiagnosticSputum_True;static__DiagnosticSputum_other;static__DiagnosticUrinaryCulture_False;static__DiagnosticUrinaryCulture_True;static__DiagnosticUrinaryCulture_other;static__DiagnosticUrinarySediment_False;static__DiagnosticUrinarySediment_True;static__DiagnosticUrinarySediment_other;static__DiagnosticXthorax_False;static__DiagnosticXthorax_True;static__DiagnosticXthorax_other;static__DisfuncOrg_False;static__DisfuncOrg_True;static__DisfuncOrg_other;static__Hypotensie_False;static__Hypotensie_True;static__Hypotensie_other;static__Hypoxie_False;static__Hypoxie_True;static__Hypoxie_other;static__InfectionSuspected_False;static__InfectionSuspected_True;static__InfectionSuspected_other;static__Infusion_False;static__Infusion_True;static__Infusion_other;static__Oligurie_False;static__Oligurie_True;static__Oligurie_other;static__SIRSCritHeartRate_False;static__SIRSCritHeartRate_True;static__SIRSCritHeartRate_other;static__SIRSCritLeucos_False;static__SIRSCritLeucos_True;static__SIRSCritLeucos_other;static__SIRSCritTachypnea_False;static__SIRSCritTachypnea_True;static__SIRSCritTachypnea_other;static__SIRSCritTemperature_False;static__SIRSCritTemperature_True;static__SIRSCritTemperature_other;static__SIRSCriteria2OrMore_False;static__SIRSCriteria2OrMore_True;static__SIRSCriteria2OrMore_other;index__concept:name_0_CRP;index__concept:name_0_ER Registration;index__concept:name_0_ER Sepsis Triage;index__concept:name_0_ER Triage;index__concept:name_0_IV Liquid;index__concept:name_0_Leucocytes;index__concept:name_1_CRP;index__concept:name_1_ER Registration;index__concept:name_1_ER Sepsis Triage;index__concept:name_1_ER Triage;index__concept:name_1_IV Antibiotics;index__concept:name_1_IV Liquid;index__concept:name_1_LacticAcid;index__concept:name_1_Leucocytes;index__concept:name_2_CRP;index__concept:name_2_ER Registration;index__concept:name_2_ER Sepsis Triage;index__concept:name_2_ER Triage;index__concept:name_2_IV Antibiotics;index__concept:name_2_IV Liquid;index__concept:name_2_LacticAcid;index__concept:name_2_Leucocytes;index__concept:name_3_CRP;index__concept:name_3_ER Registration;index__concept:name_3_ER Sepsis Triage;index__concept:name_3_ER Triage;index__concept:name_3_IV Antibiotics;index__concept:name_3_IV Liquid;index__concept:name_3_LacticAcid;index__concept:name_3_Leucocytes;index__concept:name_4_Admission NC;index__concept:name_4_CRP;index__concept:name_4_ER Sepsis Triage;index__concept:name_4_ER Triage;index__concept:name_4_IV Antibiotics;index__concept:name_4_IV Liquid;index__concept:name_4_LacticAcid;index__concept:name_4_Leucocytes;index__concept:name_5_Admission IC;index__concept:name_5_Admission NC;index__concept:name_5_CRP;index__concept:name_5_ER Sepsis Triage;index__concept:name_5_ER Triage;index__concept:name_5_IV Antibiotics;index__concept:name_5_IV Liquid;index__concept:name_5_LacticAcid;index__concept:name_5_Leucocytes;index__concept:name_5_Release A;index__org:group_0_A;index__org:group_0_B;index__org:group_0_C;index__org:group_0_L;index__org:group_1_A;index__org:group_1_B;index__org:group_1_C;index__org:group_1_L;index__org:group_2_A;index__org:group_2_B;index__org:group_2_C;index__org:group_2_L;index__org:group_3_A;index__org:group_3_B;index__org:group_3_C;index__org:group_3_L;index__org:group_4_A;index__org:group_4_B;index__org:group_4_C;index__org:group_4_F;index__org:group_4_H;index__org:group_4_L;index__org:group_4_S;index__org:group_4_T;index__org:group_4_V;index__org:group_5_A;index__org:group_5_B;index__org:group_5_C;index__org:group_5_D;index__org:group_5_E;index__org:group_5_F;index__org:group_5_G;index__org:group_5_H;index__org:group_5_J;index__org:group_5_K;index__org:group_5_L;index__org:group_5_M;index__org:group_5_O;index__org:group_5_P;index__org:group_5_Q;index__org:group_5_R;index__org:group_5_S;index__org:group_5_T;index__org:group_5_U;index__org:group_5_V;index__org:group_5_W;encoded_label
index__org:group_4_H;-0.012;-0.017;-0.006;-0.011;-0.009;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;0.045;0.026;-0.023;-0.009;0.093;-0.076;-0.009;0.076;-0.064;-0.009;0.103;-0.081;-0.009;0.087;-0.072;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;0.081;-0.068;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;0.104;-0.082;-0.009;0.088;-0.072;-0.009;0.011;-0.006;-0.009;0.083;-0.069;-0.009;0.012;-0.008;-0.009;0.05;-0.044;-0.009;0.084;-0.069;-0.009;0.106;-0.083;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;-0.007;-0.006;-0.003;0.014;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;0.02;-0.009;-0.002;-0.003;-0.007;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.017;-0.011;0.145;0.352;-0.015;-0.007;-0.007;-0.012;-0.005;-0.034;-0.016;-0.003;-0.009;-0.014;-0.013;-0.001;-0.004;-0.006;-0.015;0.037;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;-0.009;0.014;-0.001;0.02;-0.015;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;-0.015;-0.071;-0.007;-0.002;1.0;-0.003;-0.001;-0.001;-0.002;-0.016;0.02;-0.001;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002
index__org:group_4_L;0.013;-0.045;-0.016;-0.028;0.037;-0.025;0.236;-0.011;-0.012;-0.016;-0.012;-0.02;0.011;-0.03;0.036;-0.037;0.01;0.036;-0.01;-0.011;0.036;-0.033;0.005;0.036;-0.039;0.014;0.036;-0.032;0.032;-0.033;0.033;-0.021;-0.016;0.036;-0.034;0.017;0.036;-0.026;0.009;0.036;-0.006;-0.015;0.036;-0.007;-0.025;0.036;-0.05;0.033;0.036;-0.025;-0.013;0.036;-0.033;0.005;0.036;-0.039;0.013;0.036;-0.021;-0.016;0.036;0.034;-0.05;0.036;-0.012;-0.021;0.036;-0.04;0.022;0.036;-0.041;0.016;0.036;-0.032;0.004;0.036;0.076;-0.036;-0.008;-0.007;-0.012;-0.007;0.052;-0.017;-0.009;-0.045;-0.003;-0.016;-0.003;0.082;-0.033;0.082;-0.011;-0.023;-0.005;-0.009;-0.018;0.183;-0.106;-0.005;-0.02;0.152;-0.018;0.127;-0.03;-0.024;-0.01;-0.041;0.131;-0.019;0.198;-0.014;-0.091;-0.043;-0.008;-0.025;0.168;-0.035;-0.003;0.104;0.062;-0.039;-0.093;-0.006;-0.327;0.066;-0.007;0.373;-0.026;0.09;-0.045;-0.003;-0.169;-0.001;-0.023;0.405;-0.056;-0.146;0.152;0.499;-0.039;-0.189;-0.019;-0.005;-0.003;1.0;-0.003;-0.003;-0.006;-0.041;-0.01;-0.003;-0.005;-0.006;-0.011;-0.01;-0.005;-0.008;-0.003;0.303;-0.006;-0.005;-0.003;-0.006;-0.008;-0.005;-0.005;-0.003;-0.005;-0.005;-0.005
index__org:group_4_S;-0.012;-0.017;-0.006;-0.011;-0.009;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;0.045;0.026;-0.023;-0.009;0.093;-0.076;-0.009;0.076;-0.064;-0.009;0.103;-0.081;-0.009;0.087;-0.072;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;0.081;-0.068;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;0.104;-0.082;-0.009;0.088;-0.072;-0.009;0.011;-0.006;-0.009;0.083;-0.069;-0.009;0.012;-0.008;-0.009;0.05;-0.044;-0.009;0.084;-0.069;-0.009;0.106;-0.083;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;-0.007;-0.006;-0.003;0.014;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;0.02;-0.009;-0.002;-0.003;-0.007;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.017;-0.011;0.145;0.352;-0.015;-0.007;-0.007;-0.012;-0.005;-0.034;-0.016;-0.003;-0.009;-0.014;-0.013;-0.001;-0.004;-0.006;-0.015;0.037;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;-0.009;0.014;-0.001;0.02;-0.015;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;-0.015;-0.071;-0.007;-0.002;-0.001;-0.003;1.0;-0.001;-0.002;-0.016;0.02;-0.001;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002
index__org:group_4_T;-0.012;-0.017;-0.006;-0.011;-0.009;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;0.045;0.026;-0.023;-0.009;0.093;-0.076;-0.009;0.076;-0.064;-0.009;0.103;-0.081;-0.009;0.087;-0.072;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;0.081;-0.068;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;0.104;-0.082;-0.009;0.088;-0.072;-0.009;0.011;-0.006;-0.009;0.083;-0.069;-0.009;0.012;-0.008;-0.009;0.05;-0.044;-0.009;0.084;-0.069;-0.009;0.106;-0.083;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;-0.007;-0.006;-0.003;0.014;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;0.02;-0.009;-0.002;-0.003;-0.007;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.017;-0.011;0.145;0.352;-0.015;-0.007;-0.007;-0.012;-0.005;-0.034;-0.016;-0.003;-0.009;-0.014;-0.013;-0.001;-0.004;-0.006;-0.015;0.037;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;-0.009;0.014;-0.001;0.02;-0.015;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;-0.015;-0.071;-0.007;-0.002;-0.001;-0.003;-0.001;1.0;-0.002;-0.016;0.02;-0.001;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002
index__org:group_4_V;-0.021;-0.03;-0.011;-0.018;-0.015;-0.016;-0.01;-0.007;-0.008;-0.01;-0.008;0.078;0.045;-0.04;-0.015;0.162;-0.131;-0.015;0.132;-0.112;-0.015;0.179;-0.141;-0.015;0.151;-0.124;-0.015;0.016;-0.016;0.016;-0.016;0.019;-0.01;-0.015;0.067;-0.06;-0.015;0.073;-0.065;-0.015;0.14;-0.117;-0.015;0.023;-0.016;-0.015;0.023;-0.016;-0.015;0.018;-0.008;-0.015;0.18;-0.141;-0.015;0.152;-0.125;-0.015;0.019;-0.01;-0.015;0.144;-0.12;-0.015;0.021;-0.014;-0.015;0.087;-0.077;-0.015;0.145;-0.12;-0.015;0.184;-0.144;-0.015;-0.01;0.015;-0.005;-0.004;-0.008;-0.004;-0.013;-0.011;-0.006;0.024;-0.002;-0.01;-0.002;-0.009;-0.022;-0.009;0.035;-0.015;-0.003;-0.006;-0.012;-0.004;-0.069;-0.003;-0.013;-0.01;-0.012;-0.03;-0.02;0.251;0.61;-0.026;-0.012;-0.013;-0.021;-0.009;-0.06;-0.028;-0.005;-0.016;-0.024;-0.023;-0.002;-0.007;-0.011;-0.026;-0.061;1.0;0.018;-0.011;-0.004;-0.014;-0.017;-0.016;0.024;-0.002;0.035;-0.026;-0.015;-0.013;-0.036;0.041;-0.01;-0.008;-0.026;-0.123;-0.013;-0.003;-0.002;-0.006;-0.002;-0.002;1.0;-0.027;-0.111;-0.002;-0.003;1.0;-0.007;-0.006;-0.003;-0.006;-0.002;-0.006;-0.004;-0.003;-0.002;-0.004;-0.006;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003
index__org:group_5_A;0.02;-0.023;-0.01;0.029;-0.025;-0.025;-0.007;0.013;0.026;0.041;0.003;-0.004;-0.099;0.086;0.034;-0.04;0.014;0.034;-0.039;0.017;0.034;-0.071;0.038;0.034;0.002;-0.021;0.034;-0.036;0.036;-0.024;0.024;-0.05;0.037;0.034;0.011;-0.027;0.034;-0.004;-0.012;0.034;-0.049;0.025;0.034;-0.036;0.016;0.034;0.013;-0.051;0.034;-0.041;0.021;0.034;-0.047;0.018;0.034;-0.045;0.02;0.034;-0.027;-0.003;0.034;-0.051;0.026;0.034;-0.028;0.003;0.034;-0.064;0.046;0.034;0.058;-0.071;0.034;-0.065;0.033;0.034;0.098;-0.034;-0.035;0.018;-0.026;-0.031;0.354;-0.057;-0.041;-0.172;-0.016;-0.072;0.083;0.087;0.71;0.087;-0.652;-0.091;-0.022;-0.041;0.362;0.068;-0.372;0.048;-0.075;0.081;-0.081;-0.21;0.686;0.362;-0.009;-0.174;0.15;0.336;-0.143;-0.063;-0.399;0.596;-0.035;-0.111;-0.166;0.805;-0.016;0.248;0.393;-0.179;-0.422;-0.027;0.021;0.075;0.018;-0.094;-0.102;0.35;-0.172;-0.016;-0.59;0.821;-0.091;-0.087;-0.236;0.213;0.081;-0.059;-0.057;-0.098;0.336;0.048;-0.016;-0.041;-0.016;-0.016;-0.027;1.0;-0.772;-0.016;-0.022;-0.027;-0.049;-0.044;-0.022;-0.038;-0.016;-0.038;-0.027;-0.022;-0.016;-0.027;-0.038;-0.022;-0.022;-0.016;-0.022;-0.022;-0.022
index__org:group_5_B;0.017;0.095;0.023;0.009;0.014;0.059;0.0;0.01;-0.045;-0.023;-0.15;-0.08;0.017;0.0;-0.036;-0.308;0.287;-0.036;-0.222;0.221;-0.036;-0.311;0.283;-0.036;-0.335;0.315;-0.036;0.032;-0.032;0.022;-0.022;0.03;0.0;-0.036;-0.148;0.165;-0.036;-0.158;0.173;-0.036;-0.256;0.249;-0.036;0.026;-0.001;-0.036;-0.014;0.054;-0.036;0.028;0.008;-0.036;-0.334;0.303;-0.036;-0.307;0.29;-0.036;0.022;0.015;-0.036;-0.215;0.211;-0.036;0.019;0.012;-0.036;-0.082;0.097;-0.036;-0.343;0.325;-0.036;-0.327;0.295;-0.036;-0.135;0.036;0.045;-0.002;0.046;0.04;-0.343;0.083;0.054;0.154;0.02;0.094;-0.064;-0.131;-0.618;-0.131;0.572;0.125;0.029;0.054;-0.339;-0.086;0.273;-0.031;0.105;-0.13;0.104;0.265;-0.567;-0.404;-0.092;0.229;-0.24;-0.296;0.175;0.06;0.523;-0.79;-0.144;-0.459;0.215;-0.655;-0.064;-0.214;-0.319;0.232;0.546;-0.111;0.072;-0.105;-0.002;-0.009;0.138;-0.365;0.154;0.02;0.523;-0.733;0.125;0.034;0.305;-0.267;-0.13;0.076;0.05;0.122;-0.296;-0.091;0.02;-0.01;0.02;0.02;-0.111;-0.772;1.0;-0.064;-0.091;-0.111;-0.204;-0.182;-0.091;-0.158;-0.064;-0.158;-0.111;-0.091;-0.064;-0.111;-0.158;-0.091;-0.091;-0.064;-0.091;-0.091;0.029
index__org:group_5_C;-0.012;-0.017;-0.006;0.122;-0.009;-0.009;-0.006;-0.004;-0.005;-0.006;-0.005;-0.029;-0.05;0.057;-0.009;-0.014;0.017;-0.009;-0.017;0.02;-0.009;-0.013;0.016;-0.009;-0.015;0.018;-0.009;0.009;-0.009;0.009;-0.009;0.011;-0.006;-0.009;0.039;-0.035;-0.009;0.042;-0.038;-0.009;-0.016;0.019;-0.009;0.013;-0.009;-0.009;0.013;-0.009;-0.009;0.01;-0.005;-0.009;-0.012;0.016;-0.009;-0.015;0.018;-0.009;0.011;-0.006;-0.009;-0.016;0.019;-0.009;0.012;-0.008;-0.009;-0.026;0.029;-0.009;-0.015;0.019;-0.009;-0.012;0.016;-0.009;-0.006;0.009;-0.003;-0.003;-0.005;-0.003;0.179;-0.006;-0.003;-0.093;-0.001;-0.006;-0.001;-0.005;-0.012;-0.005;-0.065;-0.009;-0.002;-0.003;0.189;-0.003;-0.04;-0.002;-0.008;-0.006;-0.007;-0.017;-0.011;0.145;-0.004;-0.015;-0.007;-0.007;-0.012;0.248;-0.034;-0.016;-0.003;-0.009;-0.014;-0.013;1.0;-0.004;-0.006;-0.015;-0.035;-0.002;0.011;-0.006;-0.003;-0.008;-0.01;0.141;-0.093;-0.001;-0.064;0.087;-0.009;-0.007;-0.021;0.024;-0.006;-0.005;0.087;-0.071;-0.007;-0.002;-0.001;-0.003;-0.001;-0.001;-0.002;-0.016;-0.064;1.0;-0.002;-0.002;-0.004;-0.004;-0.002;-0.003;-0.001;-0.003;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002
index__org:group_5_D;-0.017;-0.024;-0.009;-0.015;-0.012;-0.013;-0.008;-0.006;0.389;-0.008;-0.006;-0.041;0.037;-0.032;-0.012;0.056;-0.041;-0.012;0.042;-0.031;-0.012;0.064;-0.046;-0.012;0.051;-0.038;-0.012;0.013;-0.013;0.013;-0.013;0.015;-0.008;-0.012;0.055;-0.049;-0.012;0.06;-0.053;-0.012;0.114;-0.096;-0.012;0.019;-0.013;-0.012;0.018;-0.013;-0.012;0.014;-0.007;-0.012;0.065;-0.046;-0.012;0.124;-0.102;-0.012;0.015;-0.008;-0.012;0.048;-0.036;-0.012;0.017;-0.011;-0.012;0.071;-0.063;-0.012;0.048;-0.036;-0.012;0.066;-0.047;-0.012;-0.008;0.012;-0.004;-0.004;-0.006;-0.004;-0.01;-0.009;-0.005;0.02;-0.002;-0.008;-0.002;-0.007;-0.018;-0.007;0.028;-0.012;-0.003;-0.005;-0.01;-0.004;0.046;-0.003;-0.011;-0.008;-0.009;-0.025;-0.016;-0.013;-0.005;-0.022;-0.01;-0.01;-0.017;-0.007;-0.049;0.114;-0.004;0.198;-0.019;-0.019;-0.002;-0.006;-0.009;-0.021;-0.05;-0.003;0.015;-0.009;-0.004;-0.011;-0.014;-0.013;0.02;-0.002;0.029;-0.021;-0.012;-0.01;-0.03;0.033;-0.008;-0.007;-0.021;0.026;-0.01;-0.003;-0.002;-0.005;-0.002;-0.002;-0.003;-0.022;-0.091;-0.002;1.0;-0.003;-0.006;-0.005;-0.003;-0.004;-0.002;-0.004;-0.003;-0.003;-0.002;-0.003;-0.004;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003
index__org:group_5_E;-0.021;-0.03;-0.011;-0.018;-0.015;-0.016;-0.01;-0.007;-0.008;-0.01;-0.008;0.078;0.045;-0.04;-0.015;0.162;-0.131;-0.015;0.132;-0.112;-0.015;0.179;-0.141;-0.015;0.151;-0.124;-0.015;0.016;-0.016;0.016;-0.016;0.019;-0.01;-0.015;0.067;-0.06;-0.015;0.073;-0.065;-0.015;0.14;-0.117;-0.015;0.023;-0.016;-0.015;0.023;-0.016;-0.015;0.018;-0.008;-0.015;0.18;-0.141;-0.015;0.152;-0.125;-0.015;0.019;-0.01;-0.015;0.144;-0.12;-0.015;0.021;-0.014;-0.015;0.087;-0.077;-0.015;0.145;-0.12;-0.015;0.184;-0.144;-0.015;-0.01;0.015;-0.005;-0.004;-0.008;-0.004;-0.013;-0.011;-0.006;0.024;-0.002;-0.01;-0.002;-0.009;-0.022;-0.009;0.035;-0.015;-0.003;-0.006;-0.012;-0.004;-0.069;-0.003;-0.013;-0.01;-0.012;-0.03;-0.02;0.251;0.61;-0.026;-0.012;-0.013;-0.021;-0.009;-0.06;-0.028;-0.005;-0.016;-0.024;-0.023;-0.002;-0.007;-0.011;-0.026;-0.061;1.0;0.018;-0.011;-0.004;-0.014;-0.017;-0.016;0.024;-0.002;0.035;-0.026;-0.015;-0.013;-0.036;0.041;-0.01;-0.008;-0.026;-0.123;-0.013;-0.003;-0.002;-0.006;-0.002;-0.002;1.0;-0.027;-0.111;-0.002;-0.003;1.0;-0.007;-0.006;-0.003;-0.006;-0.002;-0.006;-0.004;-0.003;-0.002;-0.004;-0.006;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003
index__org:group_5_F;-0.038;-0.025;-0.02;0.008;-0.027;0.017;-0.019;-0.013;-0.015;-0.019;-0.014;0.073;0.034;-0.022;-0.028;0.229;-0.181;-0.028;0.153;-0.124;-0.028;0.218;-0.166;-0.028;0.212;-0.171;-0.028;0.029;-0.029;0.029;-0.029;0.034;-0.019;-0.028;0.1;-0.087;-0.028;0.111;-0.097;-0.028;0.165;-0.132;-0.028;0.042;-0.03;-0.028;0.041;-0.029;-0.028;0.032;-0.016;-0.028;0.256;-0.197;-0.028;0.214;-0.172;-0.028;0.034;-0.019;-0.028;0.139;-0.108;-0.028;0.039;-0.026;-0.028;0.062;-0.048;-0.028;0.203;-0.165;-0.028;0.262;-0.201;-0.028;-0.018;0.028;-0.009;-0.008;-0.014;-0.008;-0.023;-0.02;-0.011;0.044;-0.004;-0.019;-0.004;-0.017;0.071;-0.017;-0.017;-0.028;-0.006;-0.011;-0.022;-0.008;0.034;-0.006;-0.025;-0.019;-0.021;-0.056;0.043;0.02;-0.012;-0.049;0.041;-0.023;-0.038;-0.017;-0.109;0.225;-0.009;0.445;-0.044;-0.042;-0.004;-0.014;-0.02;-0.047;-0.111;-0.007;0.033;-0.02;-0.008;-0.025;-0.031;-0.029;0.044;-0.004;-0.015;0.049;-0.028;-0.023;-0.067;0.075;-0.019;-0.016;-0.015;0.03;-0.023;-0.006;-0.004;-0.011;-0.004;-0.004;-0.007;-0.049;-0.204;-0.004;-0.006;-0.007;1.0;-0.012;-0.006;-0.01;-0.004;-0.01;-0.007;-0.006;-0.004;-0.007;-0.01;-0.006;-0.006;-0.004;-0.006;-0.006;-0.006
index__org:group_5_G;0.008;-0.049;0.059;-0.03;-0.024;-0.027;-0.017;-0.012;-0.013;-0.017;0.091;0.049;0.047;-0.065;0.031;0.189;-0.182;0.031;0.15;-0.153;0.031;0.211;-0.196;0.031;0.211;-0.203;0.031;-0.027;0.027;-0.028;0.028;-0.016;-0.017;0.031;0.085;-0.099;0.031;0.094;-0.107;0.031;0.161;-0.161;0.031;-0.002;-0.027;0.031;-0.003;-0.026;0.031;-0.02;-0.014;0.031;0.212;-0.197;0.031;0.213;-0.205;0.031;-0.016;-0.017;0.031;0.131;-0.134;0.031;-0.007;-0.023;0.031;0.088;-0.1;0.031;0.167;-0.166;0.031;0.217;-0.2;0.031;0.069;-0.031;-0.008;-0.007;-0.013;-0.007;-0.021;-0.018;-0.01;0.001;-0.004;-0.017;-0.004;0.075;-0.035;0.075;0.027;-0.025;-0.005;-0.01;-0.019;-0.007;0.067;-0.005;-0.022;0.062;-0.019;-0.05;-0.032;-0.025;-0.01;-0.043;0.05;-0.021;-0.034;-0.015;-0.098;0.194;-0.008;0.397;-0.039;-0.038;-0.004;-0.012;-0.018;-0.042;-0.1;-0.006;-0.018;0.059;-0.007;-0.022;-0.027;0.028;0.001;-0.004;0.058;-0.042;-0.025;-0.021;-0.06;0.039;0.062;-0.014;-0.006;0.02;-0.021;-0.005;-0.004;-0.01;-0.004;-0.004;-0.006;-0.044;-0.182;-0.004;-0.005;-0.006;-0.012;1.0;-0.005;-0.009;-0.004;-0.009;-0.006;-0.005;-0.004;-0.006;-0.009;-0.005;-0.005;-0.004;-0.005;-0.005;-0.005
index__org:group_5_H;-0.017;-0.024;-0.009;-0.015;-0.012;-0.013;-0.008;-0.006;-0.007;-0.008;-0.006;0.064;0.037;-0.032;-0.012;0.132;-0.107;-0.012;0.108;-0.091;-0.012;0.146;-0.115;-0.012;0.123;-0.101;-0.012;0.013;-0.013;0.013;-0.013;0.015;-0.008;-0.012;0.055;-0.049;-0.012;0.06;-0.053;-0.012;0.114;-0.096;-0.012;0.019;-0.013;-0.012;0.018;-0.013;-0.012;0.014;-0.007;-0.012;0.147;-0.115;-0.012;0.124;-0.102;-0.012;0.015;-0.008;-0.012;0.118;-0.098;-0.012;0.017;-0.011;-0.012;0.071;-0.063;-0.012;0.118;-0.098;-0.012;0.15;-0.117;-0.012;-0.008;0.012;-0.004;-0.004;-0.006;-0.004;-0.01;-0.009;-0.005;0.02;-0.002;-0.008;-0.002;-0.007;-0.018;-0.007;0.028;-0.012;-0.003;-0.005;-0.01;-0.004;0.046;-0.003;-0.011;-0.008;-0.009;-0.025;-0.016;-0.013;-0.005;-0.022;-0.01;-0.01;-0.017;-0.007;-0.049;0.114;-0.004;0.198;-0.019;-0.019;-0.002;-0.006;-0.009;-0.021;-0.05;-0.003;0.015;-0.009;-0.004;-0.011;-0.014;-0.013;0.02;-0.002;0.029;-0.021;-0.012;-0.01;-0.03;0.033;-0.008;-0.007;-0.021;0.026;-0.01;-0.003;-0.002;-0.005;-0.002;-0.002;-0.003;-0.022;-0.091;-0.002;-0.003;-0.003;-0.006;-0.005;1.0;-0.004;-0.002;-0.004;-0.003;-0.003;-0.002;-0.003;-0.004;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003
index__org:group_5_J;-0.03;-0.042;-0.015;-0.026;0.109;-0.023;-0.015;-0.01;-0.012;-0.014;-0.011;0.05;0.033;-0.023;-0.021;0.229;-0.186;-0.021;0.187;-0.158;-0.021;0.253;-0.2;-0.021;0.214;-0.176;-0.021;0.023;-0.023;0.022;-0.022;0.027;-0.015;-0.021;0.095;-0.085;-0.021;0.103;-0.092;-0.021;0.199;-0.166;-0.021;0.033;-0.023;-0.021;0.032;-0.022;-0.021;0.025;-0.012;-0.021;0.255;-0.2;-0.021;0.216;-0.177;-0.021;0.026;-0.014;-0.021;0.164;-0.134;-0.021;0.03;-0.02;-0.021;0.092;-0.079;-0.021;0.205;-0.17;-0.021;0.26;-0.203;-0.021;-0.014;0.021;-0.007;-0.006;-0.011;-0.006;-0.018;-0.016;-0.008;0.034;-0.003;-0.015;-0.003;-0.013;-0.031;-0.013;0.049;-0.022;-0.004;-0.008;-0.017;-0.006;0.08;-0.004;-0.019;-0.015;-0.016;-0.043;-0.028;-0.022;-0.009;-0.037;-0.017;-0.018;-0.029;-0.013;-0.084;0.198;0.361;0.222;-0.034;-0.032;-0.003;-0.011;-0.016;-0.037;-0.086;-0.006;0.026;-0.015;-0.006;-0.019;-0.024;-0.022;0.034;-0.003;0.05;-0.037;-0.022;-0.018;-0.051;0.058;-0.015;-0.012;-0.036;0.045;-0.018;-0.004;-0.003;-0.008;-0.003;-0.003;-0.006;-0.038;-0.158;-0.003;-0.004;-0.006;-0.01;-0.009;-0.004;1.0;-0.003;-0.008;-0.006;-0.004;-0.003;-0.006;-0.008;-0.004;-0.004;-0.003;-0.004;-0.004;-0.004
