;static__article_102.0;static__article_115.0;static__article_116.0;static__article_122.0;static__article_125.0;static__article_126.0;static__article_136.0;static__article_141.0;static__article_142.0;static__article_143.0;static__article_145.0;static__article_146.0;static__article_148.0;static__article_149.0;static__article_15.0;static__article_152.0;static__article_154.0;static__article_155.0;static__article_156.0;static__article_157.0;static__article_158.0;static__article_167.0;static__article_169.0;static__article_170.0;static__article_171.0;static__article_172.0;static__article_173.0;static__article_180.0;static__article_181.0;static__article_188.0;static__article_189.0;static__article_190.0;static__article_191.0;static__article_192.0;static__article_193.0;static__article_20.0;static__article_21.0;static__article_213.0;static__article_23.0;static__article_40.0;static__article_41.0;static__article_43.0;static__article_7.0;static__article_72.0;static__article_80.0;static__article_94.0;static__article_97.0;static__article_other;static__vehicleClass_A;static__vehicleClass_C;static__vehicleClass_M;static__vehicleClass_R;agg__concept:name_Add penalty;agg__concept:name_Appeal to Judge;agg__concept:name_Insert Date Appeal to Prefecture;agg__concept:name_Insert Fine Notification;agg__concept:name_Notify Result Appeal to Offender;agg__concept:name_Payment;agg__concept:name_Receive Result Appeal from Prefecture;agg__concept:name_Send Appeal to Prefecture;agg__concept:name_Send Fine;agg__org:resource_0.0;agg__org:resource_10.0;agg__org:resource_11.0;agg__org:resource_12.0;agg__org:resource_14.0;agg__org:resource_15.0;agg__org:resource_16.0;agg__org:resource_17.0;agg__org:resource_18.0;agg__org:resource_19.0;agg__org:resource_20.0;agg__org:resource_21.0;agg__org:resource_22.0;agg__org:resource_23.0;agg__org:resource_24.0;agg__org:resource_25.0;agg__org:resource_26.0;agg__org:resource_27.0;agg__org:resource_28.0;agg__org:resource_29.0;agg__org:resource_3.0;agg__org:resource_30.0;agg__org:resource_31.0;agg__org:resource_32.0;agg__org:resource_33.0;agg__org:resource_34.0;agg__org:resource_35.0;agg__org:resource_36.0;agg__org:resource_37.0;agg__org:resource_38.0;agg__org:resource_39.0;agg__org:resource_4.0;agg__org:resource_40.0;agg__org:resource_41.0;agg__org:resource_42.0;agg__org:resource_43.0;agg__org:resource_44.0;agg__org:resource_45.0;agg__org:resource_46.0;agg__org:resource_47.0;agg__org:resource_48.0;agg__org:resource_49.0;agg__org:resource_50.0;agg__org:resource_51.0;agg__org:resource_52.0;agg__org:resource_53.0;agg__org:resource_536.0;agg__org:resource_537.0;agg__org:resource_538.0;agg__org:resource_54.0;agg__org:resource_540.0;agg__org:resource_541.0;agg__org:resource_546.0;agg__org:resource_548.0;agg__org:resource_55.0;agg__org:resource_550.0;agg__org:resource_551.0;agg__org:resource_552.0;agg__org:resource_553.0;agg__org:resource_554.0;agg__org:resource_555.0;agg__org:resource_556.0;agg__org:resource_557.0;agg__org:resource_558.0;agg__org:resource_559.0;agg__org:resource_56.0;agg__org:resource_560.0;agg__org:resource_561.0;agg__org:resource_562.0;agg__org:resource_563.0;agg__org:resource_564.0;agg__org:resource_565.0;agg__org:resource_566.0;agg__org:resource_567.0;agg__org:resource_568.0;agg__org:resource_57.0;agg__org:resource_58.0;agg__org:resource_59.0;agg__org:resource_60.0;agg__org:resource_704.0;agg__org:resource_8.0;agg__org:resource_802.0;agg__org:resource_807.0;agg__org:resource_808.0;agg__org:resource_810.0;agg__org:resource_811.0;agg__org:resource_813.0;agg__org:resource_816.0;agg__org:resource_817.0;agg__org:resource_818.0;agg__org:resource_819.0;agg__org:resource_820.0;agg__org:resource_821.0;agg__org:resource_823.0;agg__org:resource_824.0;agg__org:resource_825.0;agg__org:resource_826.0;agg__org:resource_827.0;agg__org:resource_828.0;agg__org:resource_829.0;agg__org:resource_830.0;agg__org:resource_831.0;agg__org:resource_832.0;agg__org:resource_833.0;agg__org:resource_834.0;agg__org:resource_835.0;agg__org:resource_836.0;agg__org:resource_837.0;agg__org:resource_838.0;agg__org:resource_839.0;agg__org:resource_840.0;agg__org:resource_841.0;agg__org:resource_842.0;agg__org:resource_843.0;agg__org:resource_844.0;agg__org:resource_845.0;agg__org:resource_846.0;agg__org:resource_847.0;agg__org:resource_848.0;agg__org:resource_849.0;agg__org:resource_850.0;agg__org:resource_851.0;agg__org:resource_852.0;agg__org:resource_853.0;agg__org:resource_854.0;agg__org:resource_855.0;agg__org:resource_856.0;agg__org:resource_857.0;agg__org:resource_9.0;agg__org:resource_other;agg__lastSent_C;agg__lastSent_N;agg__lastSent_P;agg__lastSent_missing;agg__notificationType_C;agg__notificationType_P;agg__notificationType_missing;agg__dismissal_#;agg__dismissal_4;agg__dismissal_@;agg__dismissal_C;agg__dismissal_D;agg__dismissal_G;agg__dismissal_NIL;agg__dismissal_other;encoded_label
agg__org:resource_841.0;-0.0;-0.0;-0.001;-0.0;-0.0;-0.001;-0.0;-0.001;-0.005;-0.001;0.009;0.007;-0.001;-0.001;-0.0;-0.0;-0.001;-0.0;-0.0;-0.025;0.018;-0.0;-0.0;-0.001;0.012;-0.003;-0.001;-0.0;-0.003;-0.001;-0.0;-0.0;-0.001;-0.0;-0.002;0.009;-0.001;-0.0;-0.002;-0.0;-0.002;0.001;0.012;-0.0;0.001;-0.001;-0.001;-0.0;-0.001;0.004;-0.004;-0.0;0.019;-0.002;0.009;0.019;-0.002;0.012;-0.003;0.004;0.015;-0.002;-0.001;-0.005;-0.001;-0.0;-0.001;-0.002;-0.001;-0.001;-0.0;-0.002;-0.002;-0.002;-0.001;-0.002;-0.002;-0.003;-0.002;-0.005;-0.005;-0.0;-0.005;-0.004;-0.002;-0.002;-0.002;-0.003;-0.003;-0.003;-0.001;-0.003;-0.0;-0.005;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.002;-0.002;-0.006;-0.004;-0.001;-0.002;-0.005;-0.007;-0.008;-0.009;-0.002;-0.002;-0.008;-0.004;-0.004;-0.001;-0.009;-0.001;-0.003;-0.001;-0.002;-0.003;-0.003;-0.007;-0.006;-0.007;-0.003;-0.004;-0.006;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.002;-0.001;-0.003;-0.001;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;-0.002;-0.002;-0.001;-0.002;-0.003;-0.003;-0.003;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002;-0.003;-0.002;1.0;-0.002;-0.002;-0.002;-0.002;-0.002;-0.003;-0.003;-0.003;-0.003;-0.003;-0.003;-0.001;-0.003;-0.002;-0.002;-0.002;-0.003;-0.0;0.002;-0.0;0.014;0.034;-0.001;0.022;0.014;0.011;-0.0;-0.0;-0.0;-0.0;-0.001;0.022;-0.0;-0.008
agg__org:resource_842.0;-0.0;-0.0;-0.001;-0.0;-0.0;-0.001;-0.0;-0.001;-0.011;-0.001;-0.002;0.005;-0.001;-0.001;-0.0;-0.0;-0.001;-0.0;-0.0;-0.025;0.02;-0.0;0.015;-0.001;0.011;0.003;-0.001;0.004;-0.002;0.048;-0.001;-0.0;0.005;-0.0;0.004;-0.002;-0.001;-0.0;-0.002;-0.0;-0.002;-0.002;0.009;-0.0;0.012;-0.001;-0.001;-0.001;-0.013;0.011;0.008;-0.0;0.02;0.0;0.012;0.022;-0.001;0.008;-0.001;0.006;0.015;0.001;-0.002;-0.006;-0.001;-0.0;-0.001;-0.002;-0.001;-0.001;-0.0;-0.002;-0.002;-0.002;-0.001;-0.002;-0.003;-0.004;-0.002;-0.005;-0.006;-0.0;-0.005;-0.004;-0.002;-0.002;-0.003;-0.003;-0.003;-0.003;-0.001;-0.004;-0.0;-0.006;-0.003;-0.003;-0.002;-0.003;-0.004;-0.003;-0.002;-0.003;-0.007;-0.004;-0.001;-0.003;-0.006;-0.008;-0.009;-0.01;-0.002;-0.003;-0.009;-0.005;-0.005;-0.001;-0.01;-0.001;-0.003;-0.002;-0.002;-0.003;-0.003;-0.007;-0.006;-0.008;-0.003;-0.004;-0.006;-0.003;-0.004;-0.003;-0.003;-0.002;-0.001;-0.002;-0.004;-0.003;-0.002;-0.001;-0.003;-0.001;-0.003;-0.002;-0.002;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.004;-0.003;-0.003;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.002;-0.004;-0.002;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.003;-0.003;-0.002;1.0;-0.002;-0.002;-0.002;-0.003;-0.003;-0.003;-0.003;-0.003;-0.004;-0.004;-0.001;-0.003;-0.002;-0.002;-0.003;-0.004;-0.0;0.004;-0.005;0.021;0.032;-0.001;0.023;0.015;0.01;-0.0;-0.0;-0.0;-0.0;-0.001;0.023;-0.0;-0.005
agg__org:resource_843.0;-0.0;-0.0;-0.001;-0.0;-0.0;-0.001;-0.0;-0.001;-0.007;-0.001;-0.001;-0.002;-0.001;-0.001;-0.0;-0.0;-0.001;-0.0;-0.0;-0.024;0.025;-0.0;-0.0;-0.001;0.002;-0.002;-0.001;0.002;-0.003;-0.001;-0.0;-0.0;-0.001;-0.0;-0.002;-0.002;-0.001;-0.0;-0.002;-0.0;-0.002;-0.002;0.01;-0.0;0.004;-0.001;-0.001;-0.0;-0.002;0.002;0.0;-0.0;0.02;0.01;0.021;0.019;0.016;0.009;0.025;0.02;0.015;0.006;-0.001;-0.005;-0.001;-0.0;-0.001;-0.002;-0.001;-0.001;-0.0;-0.002;-0.002;-0.002;-0.001;-0.001;-0.002;-0.003;-0.002;-0.004;-0.005;-0.0;-0.004;-0.004;-0.002;-0.001;-0.002;-0.003;-0.003;-0.003;-0.001;-0.003;-0.0;-0.005;-0.002;-0.003;-0.002;-0.003;-0.003;-0.002;-0.002;-0.002;-0.006;-0.003;-0.001;-0.002;-0.005;-0.006;-0.007;-0.009;-0.002;-0.002;-0.008;-0.004;-0.004;-0.001;-0.008;-0.001;-0.003;-0.001;-0.002;-0.003;-0.003;-0.006;-0.005;-0.007;-0.003;-0.003;-0.005;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;-0.003;-0.002;-0.002;-0.001;-0.003;-0.0;-0.002;-0.002;-0.001;-0.002;-0.001;-0.001;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002;-0.003;-0.002;-0.002;-0.002;1.0;-0.002;-0.001;-0.002;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.001;-0.002;-0.002;-0.002;-0.002;-0.003;-0.0;-0.004;0.012;0.016;0.026;-0.001;0.028;0.014;0.005;-0.0;-0.0;-0.0;-0.0;0.032;0.027;-0.0;-0.009
agg__org:resource_844.0;-0.0;-0.0;-0.001;-0.0;-0.0;-0.001;-0.0;-0.001;-0.001;-0.001;-0.001;-0.002;-0.001;-0.001;-0.0;-0.0;-0.001;0.005;-0.0;-0.026;0.027;-0.0;-0.0;-0.001;0.007;-0.002;-0.001;-0.004;0.002;-0.001;-0.0;-0.0;-0.001;-0.0;0.002;-0.002;-0.001;-0.0;-0.002;-0.0;-0.002;-0.002;0.007;-0.0;-0.002;-0.001;-0.001;-0.0;-0.005;0.007;-0.001;-0.0;0.018;0.002;0.027;0.019;0.007;0.002;0.009;0.017;0.016;0.0;-0.001;-0.005;-0.001;-0.0;-0.001;-0.002;-0.001;-0.001;-0.0;-0.002;-0.002;-0.002;-0.001;-0.001;-0.002;-0.003;-0.002;-0.004;-0.005;-0.0;-0.004;-0.004;-0.002;-0.001;-0.002;-0.003;-0.003;-0.003;-0.001;-0.003;-0.0;-0.005;-0.002;-0.003;-0.002;-0.003;-0.003;-0.002;-0.002;-0.002;-0.006;-0.003;-0.001;-0.002;-0.005;-0.006;-0.008;-0.009;-0.002;-0.002;-0.008;-0.004;-0.004;-0.001;-0.008;-0.001;-0.003;-0.001;-0.002;-0.003;-0.003;-0.006;-0.005;-0.007;-0.003;-0.003;-0.005;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;-0.003;-0.002;-0.002;-0.001;-0.003;-0.0;-0.002;-0.002;-0.001;-0.002;-0.001;-0.001;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.003;-0.003;-0.003;-0.002;-0.002;-0.003;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002;-0.003;-0.002;-0.002;-0.002;-0.002;1.0;-0.001;-0.002;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.001;-0.002;-0.002;-0.002;-0.002;-0.003;-0.0;-0.004;0.001;0.027;0.014;-0.001;0.023;0.015;0.017;-0.0;-0.0;-0.0;0.067;0.003;0.022;-0.0;-0.004
agg__org:resource_845.0;-0.0;-0.0;-0.001;-0.0;-0.0;0.003;-0.0;-0.001;-0.004;0.018;-0.001;-0.002;-0.001;-0.001;-0.0;-0.0;-0.001;-0.0;-0.0;-0.023;0.019;-0.0;-0.0;0.001;-0.003;-0.002;-0.001;0.014;-0.003;-0.001;-0.0;-0.0;-0.001;-0.0;0.002;-0.002;-0.0;-0.0;-0.001;-0.0;-0.002;-0.002;0.005;-0.0;0.035;-0.001;-0.001;-0.0;-0.001;0.0;0.002;-0.0;0.016;-0.002;0.008;0.017;0.006;0.008;0.007;0.008;0.012;-0.002;-0.001;-0.004;-0.001;-0.0;-0.001;-0.002;-0.001;-0.001;-0.0;-0.002;-0.002;-0.002;-0.001;-0.001;-0.002;-0.003;-0.002;-0.004;-0.005;-0.0;-0.004;-0.003;-0.002;-0.001;-0.002;-0.002;-0.003;-0.003;-0.001;-0.003;-0.0;-0.005;-0.002;-0.002;-0.002;-0.003;-0.003;-0.002;-0.002;-0.002;-0.005;-0.003;-0.001;-0.002;-0.004;-0.006;-0.007;-0.008;-0.001;-0.002;-0.007;-0.004;-0.004;-0.001;-0.008;-0.001;-0.003;-0.001;-0.002;-0.003;-0.003;-0.006;-0.005;-0.006;-0.003;-0.003;-0.005;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;-0.003;-0.002;-0.001;-0.001;-0.003;-0.0;-0.002;-0.001;-0.001;-0.002;-0.001;-0.001;-0.002;-0.002;-0.001;-0.002;-0.003;-0.002;-0.002;-0.003;-0.002;-0.002;-0.002;-0.002;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;-0.001;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;1.0;-0.002;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.001;-0.002;-0.002;-0.001;-0.002;-0.003;-0.0;0.021;0.007;0.008;0.02;0.005;0.019;0.012;0.002;-0.0;-0.0;-0.0;-0.0;-0.001;0.02;-0.0;-0.003
agg__org:resource_846.0;-0.0;-0.001;-0.001;-0.0;-0.0;-0.001;-0.001;-0.002;-0.013;-0.001;-0.002;-0.003;-0.001;-0.001;-0.0;-0.0;-0.001;-0.001;-0.0;-0.033;0.024;-0.0;-0.001;-0.002;-0.004;-0.004;-0.001;-0.004;0.007;-0.001;-0.001;-0.0;-0.002;-0.0;-0.003;-0.003;-0.001;-0.0;-0.002;0.015;-0.003;-0.003;0.026;-0.0;-0.004;-0.001;-0.001;-0.001;0.007;-0.006;-0.004;-0.0;0.022;-0.001;0.023;0.021;0.006;0.007;0.007;0.017;0.016;-0.0;-0.002;-0.007;-0.002;-0.0;-0.002;-0.003;-0.001;-0.001;-0.0;-0.003;-0.003;-0.003;-0.002;-0.002;-0.003;-0.005;-0.003;-0.006;-0.007;-0.001;-0.006;-0.005;-0.003;-0.002;-0.003;-0.004;-0.004;-0.004;-0.001;-0.004;-0.0;-0.007;-0.004;-0.004;-0.002;-0.004;-0.005;-0.003;-0.003;-0.003;-0.009;-0.005;-0.001;-0.003;-0.007;-0.01;-0.011;-0.013;-0.002;-0.003;-0.011;-0.006;-0.006;-0.002;-0.012;-0.001;-0.004;-0.002;-0.002;-0.004;-0.004;-0.009;-0.008;-0.01;-0.004;-0.005;-0.008;-0.004;-0.005;-0.004;-0.003;-0.003;-0.002;-0.002;-0.005;-0.003;-0.002;-0.002;-0.004;-0.001;-0.004;-0.002;-0.002;-0.003;-0.002;-0.002;-0.003;-0.003;-0.002;-0.003;-0.005;-0.004;-0.004;-0.004;-0.004;-0.002;-0.004;-0.004;-0.004;-0.002;-0.004;-0.003;-0.003;-0.003;-0.002;-0.003;-0.002;-0.003;-0.004;-0.003;-0.002;-0.003;-0.002;-0.002;-0.002;1.0;-0.004;-0.004;-0.004;-0.004;-0.005;-0.005;-0.001;-0.003;-0.003;-0.002;-0.003;-0.004;-0.0;-0.004;-0.022;0.048;0.018;-0.002;0.025;0.02;0.014;-0.0;-0.0;-0.0;-0.0;-0.001;0.026;-0.0;-0.007
agg__org:resource_847.0;-0.0;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.002;-0.016;-0.002;-0.002;-0.004;-0.001;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.044;0.027;-0.0;-0.001;-0.002;-0.005;-0.004;-0.002;-0.007;0.052;-0.001;-0.001;-0.0;0.002;-0.001;-0.003;-0.003;-0.001;-0.001;-0.003;-0.001;-0.003;-0.004;0.03;-0.001;-0.005;-0.001;-0.001;-0.001;0.007;-0.008;0.001;-0.0;0.03;0.001;0.032;0.027;0.011;0.008;0.015;0.026;0.021;-0.0;-0.002;-0.009;-0.002;-0.0;-0.002;-0.004;-0.001;-0.001;-0.0;-0.003;-0.004;-0.003;-0.002;-0.003;-0.004;-0.006;-0.004;-0.008;-0.009;-0.001;-0.008;-0.007;-0.004;-0.003;-0.004;-0.005;-0.005;-0.005;-0.002;-0.006;-0.0;-0.009;-0.004;-0.005;-0.003;-0.005;-0.006;-0.004;-0.003;-0.004;-0.011;-0.006;-0.001;-0.004;-0.009;-0.012;-0.014;-0.016;-0.003;-0.004;-0.014;-0.007;-0.007;-0.002;-0.015;-0.002;-0.005;-0.002;-0.003;-0.005;-0.005;-0.011;-0.01;-0.012;-0.005;-0.006;-0.01;-0.005;-0.006;-0.005;-0.004;-0.003;-0.002;-0.003;-0.006;-0.004;-0.003;-0.002;-0.005;-0.001;-0.005;-0.003;-0.003;-0.004;-0.003;-0.002;-0.004;-0.003;-0.002;-0.003;-0.006;-0.004;-0.005;-0.005;-0.005;-0.003;-0.004;-0.005;-0.005;-0.003;-0.005;-0.003;-0.004;-0.003;-0.002;-0.004;-0.003;-0.004;-0.005;-0.004;-0.003;-0.003;-0.003;-0.003;-0.003;-0.004;1.0;-0.005;-0.004;-0.005;-0.006;-0.006;-0.001;-0.004;-0.003;-0.003;-0.004;-0.006;-0.0;0.0;-0.027;0.063;0.02;-0.002;0.035;0.024;0.019;-0.0;-0.001;-0.0;-0.0;-0.001;0.036;-0.0;-0.007
agg__org:resource_848.0;-0.0;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.002;-0.015;-0.001;-0.002;0.005;-0.001;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.046;0.054;-0.0;-0.001;-0.002;-0.005;-0.004;0.008;-0.005;0.01;-0.001;-0.001;-0.0;0.01;-0.001;-0.001;-0.003;-0.001;-0.001;-0.003;-0.001;-0.003;-0.004;0.013;-0.001;-0.005;-0.001;-0.001;-0.001;0.001;-0.004;0.005;-0.0;0.029;-0.001;0.024;0.027;0.009;0.006;0.015;0.023;0.021;-0.0;-0.002;-0.008;-0.002;-0.0;-0.002;-0.004;-0.001;-0.001;-0.0;-0.003;-0.004;-0.003;-0.002;-0.003;-0.004;-0.006;-0.004;-0.008;-0.009;-0.001;-0.008;-0.006;-0.004;-0.003;-0.004;-0.005;-0.005;-0.005;-0.002;-0.005;-0.0;-0.009;-0.004;-0.005;-0.003;-0.005;-0.006;-0.004;-0.003;-0.004;-0.01;-0.006;-0.001;-0.004;-0.008;-0.011;-0.013;-0.015;-0.003;-0.004;-0.014;-0.007;-0.007;-0.002;-0.014;-0.002;-0.005;-0.002;-0.003;-0.005;-0.005;-0.011;-0.009;-0.012;-0.005;-0.006;-0.009;-0.005;-0.005;-0.005;-0.004;-0.003;-0.002;-0.003;-0.005;-0.004;-0.003;-0.002;-0.005;-0.001;-0.004;-0.003;-0.003;-0.004;-0.002;-0.002;-0.004;-0.003;-0.002;-0.003;-0.006;-0.004;-0.005;-0.005;-0.005;-0.003;-0.004;-0.004;-0.005;-0.003;-0.005;-0.003;-0.004;-0.003;-0.002;-0.004;-0.003;-0.003;-0.005;-0.004;-0.003;-0.003;-0.003;-0.003;-0.003;-0.004;-0.005;1.0;-0.004;-0.005;-0.006;-0.006;-0.001;-0.004;-0.003;-0.003;-0.004;-0.005;-0.0;0.004;-0.027;0.059;0.019;0.004;0.032;0.022;0.015;-0.0;-0.001;-0.0;0.024;-0.001;0.033;-0.0;-0.005
agg__org:resource_849.0;-0.0;-0.001;0.004;-0.0;-0.001;-0.001;-0.001;-0.002;-0.014;-0.001;-0.002;-0.001;-0.001;-0.001;-0.0;-0.0;-0.001;-0.001;-0.0;-0.041;0.045;-0.0;-0.001;-0.002;-0.002;0.005;-0.002;-0.002;0.02;-0.001;-0.001;-0.0;0.012;-0.0;-0.003;-0.001;-0.001;-0.0;-0.003;-0.0;-0.003;-0.003;0.013;-0.001;-0.005;-0.001;-0.001;-0.001;-0.001;-0.002;0.004;-0.0;0.026;0.004;0.025;0.025;0.011;0.006;0.008;0.019;0.019;0.003;-0.002;-0.008;-0.002;-0.0;-0.002;-0.003;-0.001;-0.001;-0.0;-0.003;-0.003;-0.003;-0.002;-0.002;-0.003;-0.005;-0.003;-0.007;-0.008;-0.001;-0.007;-0.006;-0.003;-0.002;-0.003;-0.004;-0.005;-0.004;-0.002;-0.005;-0.0;-0.008;-0.004;-0.004;-0.003;-0.004;-0.005;-0.004;-0.003;-0.003;-0.009;-0.005;-0.001;-0.004;-0.007;-0.01;-0.012;-0.014;-0.002;-0.004;-0.012;-0.006;-0.007;-0.002;-0.013;-0.002;-0.005;-0.002;-0.003;-0.005;-0.005;-0.01;-0.008;-0.011;-0.005;-0.006;-0.008;-0.005;-0.005;-0.004;-0.003;-0.003;-0.002;-0.002;-0.005;-0.004;-0.003;-0.002;-0.004;-0.001;-0.004;-0.002;-0.002;-0.004;-0.002;-0.002;-0.003;-0.003;-0.002;-0.003;-0.005;-0.004;-0.004;-0.005;-0.004;-0.003;-0.004;-0.004;-0.004;-0.003;-0.005;-0.003;-0.003;-0.003;-0.002;-0.003;-0.003;-0.003;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.004;-0.004;-0.004;1.0;-0.004;-0.005;-0.005;-0.001;-0.004;-0.003;-0.003;-0.004;-0.005;-0.0;0.005;-0.024;0.054;0.017;0.002;0.03;0.021;0.015;-0.0;-0.001;-0.0;-0.0;-0.001;0.029;0.1;-0.006
agg__org:resource_850.0;-0.0;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;0.019;-0.013;0.003;-0.002;0.0;-0.001;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.048;0.038;-0.0;-0.001;0.002;-0.003;-0.001;-0.002;-0.006;0.022;-0.001;-0.001;-0.0;0.002;-0.001;0.001;0.0;-0.001;-0.001;-0.003;-0.001;-0.003;-0.004;0.024;-0.001;-0.001;-0.001;0.01;-0.001;-0.001;-0.002;0.004;-0.0;0.028;0.004;0.009;0.027;0.002;0.011;0.003;0.007;0.02;0.003;-0.002;-0.008;-0.002;-0.0;-0.002;-0.004;-0.001;-0.001;-0.0;-0.003;-0.004;-0.003;-0.002;-0.003;-0.004;-0.006;-0.004;-0.008;-0.009;-0.001;-0.008;-0.006;-0.004;-0.003;-0.004;-0.005;-0.005;-0.005;-0.002;-0.005;-0.0;-0.009;-0.004;-0.005;-0.003;-0.005;-0.006;-0.004;-0.003;-0.004;-0.01;-0.006;-0.001;-0.004;-0.008;-0.012;-0.014;-0.015;-0.003;-0.004;-0.014;-0.007;-0.007;-0.002;-0.015;-0.002;-0.005;-0.002;-0.003;-0.005;-0.005;-0.011;-0.009;-0.012;-0.005;-0.006;-0.009;-0.005;-0.005;-0.005;-0.004;-0.003;-0.002;-0.003;-0.005;-0.004;-0.003;-0.002;-0.005;-0.001;-0.004;-0.003;-0.003;-0.004;-0.002;-0.002;-0.004;-0.003;-0.002;-0.003;-0.006;-0.004;-0.005;-0.005;-0.005;-0.003;-0.004;-0.005;-0.005;-0.003;-0.005;-0.003;-0.004;-0.003;-0.002;-0.004;-0.003;-0.003;-0.005;-0.004;-0.003;-0.003;-0.003;-0.003;-0.003;-0.004;-0.005;-0.005;-0.004;1.0;-0.006;-0.006;-0.001;-0.004;-0.003;-0.003;-0.004;-0.005;-0.0;0.007;-0.027;0.054;0.021;-0.002;0.029;0.022;0.002;-0.0;-0.001;-0.0;-0.0;-0.001;0.031;-0.0;-0.001
agg__org:resource_851.0;-0.001;-0.001;-0.002;-0.001;-0.001;-0.001;-0.001;-0.002;-0.019;-0.002;-0.003;0.002;-0.001;-0.001;-0.001;-0.0;-0.001;-0.001;-0.001;-0.055;0.044;-0.0;-0.001;-0.002;-0.003;-0.002;-0.002;-0.007;0.001;-0.001;-0.001;-0.0;0.003;-0.001;-0.002;0.004;-0.001;-0.001;-0.003;-0.001;-0.004;-0.004;0.036;-0.001;-0.006;-0.001;0.003;-0.001;-0.002;-0.003;0.009;-0.0;0.036;-0.001;0.016;0.036;0.004;0.007;0.005;0.012;0.03;-0.001;-0.003;-0.01;-0.003;-0.0;-0.003;-0.004;-0.002;-0.001;-0.0;-0.004;-0.004;-0.004;-0.002;-0.003;-0.004;-0.007;-0.004;-0.009;-0.011;-0.001;-0.009;-0.007;-0.004;-0.003;-0.004;-0.005;-0.006;-0.006;-0.002;-0.006;-0.0;-0.01;-0.005;-0.005;-0.003;-0.006;-0.007;-0.005;-0.004;-0.005;-0.012;-0.007;-0.002;-0.005;-0.01;-0.013;-0.016;-0.018;-0.003;-0.005;-0.016;-0.008;-0.008;-0.002;-0.017;-0.002;-0.006;-0.003;-0.003;-0.006;-0.006;-0.013;-0.011;-0.014;-0.006;-0.007;-0.011;-0.006;-0.006;-0.006;-0.005;-0.004;-0.002;-0.003;-0.006;-0.005;-0.003;-0.003;-0.006;-0.001;-0.005;-0.003;-0.003;-0.005;-0.003;-0.003;-0.004;-0.004;-0.003;-0.004;-0.007;-0.005;-0.005;-0.006;-0.006;-0.003;-0.005;-0.005;-0.006;-0.003;-0.006;-0.004;-0.004;-0.004;-0.003;-0.004;-0.003;-0.004;-0.005;-0.004;-0.003;-0.004;-0.003;-0.003;-0.003;-0.005;-0.006;-0.006;-0.005;-0.006;1.0;-0.007;-0.001;-0.005;-0.004;-0.003;-0.005;-0.006;-0.0;-0.0;-0.031;0.07;0.024;-0.002;0.038;0.028;0.01;-0.0;-0.001;-0.0;-0.0;-0.001;0.04;-0.0;0.003
